Date,Name,Ticker,Fiscal,Actual,Consensus,Surprise
2010-10-27 12:30:00,AUTOMATIC DATA PROCS,ADP,Q1 11 ,0.57,0.532,7.1
2010-10-27 21:05:00,CADENCE DESIGN SYS,CDNS,Q3 10 ,0.04,0.028,42.9
2010-10-27 23:30:00,O'REILLY AUTOMOTIVE,ORLY,Q3 10 ,0.86,0.741,16.1
2010-10-28 12:00:00,REGENERON PHARMACEUT,REGN,Q3 10 ,-0.41,-0.328,-25.0
2010-10-28 12:00:00,XCEL ENERGY CMN,XEL,Q3 10 ,0.62,0.548,13.1
2010-10-28 21:00:00,BIOMARIN PHARMACEUT,BMRN,Q3 10 ,1.68,1.012,66.0
2010-10-28 21:00:00,MAXIM INTEGRATED,MXIM,Q1 11 ,0.43,0.374,15.0
2010-10-28 21:01:00,CERNER CORP,CERN,Q3 10 ,0.19,0.187,1.6
2010-10-28 21:04:00,"EXPEDIA GROUP, INC.",EXPE,Q3 10 ,1.32,1.169,12.9
2010-10-28 21:05:00,"VERISIGN, INC.",VRSN,Q3 10 ,0.27,0.265,1.9
2010-10-28 21:12:00,MICROSOFT CORP,MSFT,Q1 11 ,0.62,0.548,13.1
2010-10-28 21:15:00,KLA CP CMN STK,KLAC,Q1 11 ,0.99,0.852,16.2
2010-11-01 10:00:00,COGNIZANT TECH SOL,CTSH,Q3 10 ,0.35,0.312,10.6
2010-11-01 20:10:00,SEATTLE GENETICS,SGEN,Q3 10 ,-0.34,-0.345,1.4
2010-11-02 20:05:00,ELECTRONIC ARTS INC,EA,Q2 11 ,0.1,-0.106,194.3
2010-11-03 12:00:00,CHARTER COMMUNICATIO,CHTR,Q3 10 ,-0.91,0.061,-1586.7
2010-11-03 20:00:00,QUALCOMM INC,QCOM,Q4 10 ,0.68,0.593,14.7
2010-11-03 20:30:00,VERISK ANALYTICS INC,VRSK,Q3 10 ,0.36,0.336,7.1
2010-11-04 10:00:00,T-MOBILE,TM,Q3 10 ,0.42,0.425,-0.3
2010-11-04 11:00:00,SIRIUS XM HOLDINGS I,SIRI,Q3 10 ,0.01,0.0,
2010-11-04 11:00:00,KRAFT HEINZ CO CMN,KHC,Q3 10 ,,,
2010-11-04 11:07:00,ANSYS,ANSS,Q3 10 ,0.51,0.478,6.7
2010-11-04 20:00:00,MONSTER BEVERAGE CP,MNST,Q3 10 ,0.12,0.121,-0.8
2010-11-04 20:03:00,STARBUCKS CORP,SBUX,Q4 10 ,0.19,0.16,15.6
2010-11-04 20:05:00,ACTIVISION BLIZZARD,ATVI,Q3 10 ,0.12,0.088,36.4
2010-11-04 20:08:00,MONDELEZ INTL CMN A,MDLZ,Q3 10 ,0.47,0.459,2.4
2010-11-04 20:15:00,MICROCHIP TECHNOLOGY,MCHP,Q2 11 ,0.62,0.583,6.3
2010-11-04 20:30:00,SKYWORKS SOLUTIONS,SWKS,Q4 10 ,0.43,0.4,7.5
2010-11-08 21:01:00,BOOKING HOLDINGS INC,BKNG,Q3 10 ,4.97,4.965,0.1
2010-11-09 12:00:00,INCYTE CORPORATION,INCY,Q3 10 ,-0.26,-0.317,18.0
2010-11-09 21:15:00,"TESLA, INC.",TSLA,Q3 10 ,-0.37,-0.432,14.4
2010-11-10 21:05:00,CISCO SYSTEMS INC,CSCO,Q1 11 ,0.42,0.396,7.3
2010-11-11 21:23:00,NVIDIA CORPORATION,NVDA,Q3 11 ,0.15,0.143,4.9
2010-11-15 11:00:00,CDW,CDW,Q3 10 ,,,
2010-11-17 20:30:00,"NETAPP, INC.",NTAP,Q2 11 ,0.52,0.494,5.3
2010-11-17 21:03:00,APPLIED MATERIALS,AMAT,Q4 10 ,0.36,0.307,17.3
2010-11-18 12:47:00,DOLLAR TREE INC,DLTR,Q3 11 ,0.37,0.314,16.2
2010-11-18 13:30:00,"ROSS STORES, INC.",ROST,Q3 11 ,0.26,0.259,-1.5
2010-11-18 21:00:00,INTUIT INC,INTU,Q1 11 ,-0.12,-0.118,-1.7
2010-11-18 21:01:00,AUTODESK INC,ADSK,Q3 11 ,0.32,0.323,-0.9
2010-11-22 21:01:00,ANALOG DEVICES CMN,ADI,Q4 10 ,0.73,0.697,4.7
2010-11-30 21:51:00,COPART,CPRT,Q1 11 ,0.11,0.114,-1.3
2010-12-01 21:10:00,"SYNOPSYS, INC.",SNPS,Q4 10 ,0.39,0.387,0.8
2010-12-02 21:00:00,BROADCOM INC.,AVGO,Q4 10 ,0.76,0.624,21.8
2010-12-02 21:01:00,"ULTA BEAUTY, INC.",ULTA,Q3 11 ,0.23,0.207,11.1
2010-12-08 08:00:00,COSTCO WHOLESALE,COST,Q1 11 ,0.72,0.691,3.6
2010-12-16 21:05:00,TAKE-TWO INTERACTI,TTWO,Q4 10 ,0.67,0.306,119.0
2010-12-20 21:01:00,"PAYCHEX, INC.",PAYX,Q2 11 ,0.37,0.35,5.7
2010-12-20 21:05:00,ADOBE INC.,ADBE,Q4 10 ,0.56,0.52,7.7
2010-12-21 21:15:00,CINTAS CORP,CTAS,Q2 11 ,0.38,0.383,-0.8
2010-12-22 12:30:00,WALGREENS BTS ALN CM,WBA,Q1 11 ,0.62,0.538,15.2
2010-12-22 21:10:00,MICRON TECHNOLOGY,MU,Q1 11 ,-0.04,0.274,-114.6
2011-01-13 21:15:00,INTEL CORP,INTC,Q4 10 ,0.59,0.527,12.0
2011-01-18 12:52:00,FASTENAL CO,FAST,Q4 10 ,0.11,0.113,-2.7
2011-01-18 21:15:00,WESTERN DIGITAL CP,WDC,Q2 11 ,0.96,0.591,62.4
2011-01-18 21:30:00,APPLE INC.,AAPL,Q1 11 ,0.92,0.769,19.5
2011-01-19 13:49:00,AMERICAN AIRLINES GP,AAL,Q4 10 ,-0.21,-0.321,34.6
2011-01-19 21:15:00,EBAY INC.,EBAY,Q4 10 ,0.52,0.471,10.4
2011-01-19 21:20:00,"XILINX, INC.",XLNX,Q3 11 ,0.58,0.515,12.6
2011-01-20 21:00:00,ALPHABET CL A CMN,GOOGL,Q4 10 ,3.91,3.577,9.2
2011-01-20 21:00:00,MAXIM INTEGRATED,MXIM,Q2 11 ,0.44,0.417,5.5
2011-01-20 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q4 10 ,1.17,0.749,56.2
2011-01-20 21:25:00,ADV MICRO DEVICES,AMD,Q4 10 ,0.14,0.111,26.1
2011-01-20 21:30:00,SKYWORKS SOLUTIONS,SWKS,Q1 11 ,0.45,0.443,1.6
2011-01-24 21:02:00,CSX,CSX,Q4 10 ,0.38,0.364,4.4
2011-01-24 21:08:00,AMGEN,AMGN,Q4 10 ,1.17,1.105,5.9
2011-01-24 21:30:00,TEXAS INSTRUMENTS,TXN,Q4 10 ,0.78,0.634,23.0
2011-01-25 21:05:00,"GILEAD SCIENCES, INC",GILD,Q4 10 ,0.48,0.474,0.2
2011-01-26 11:59:00,UNITED AIRLNS HLD CM,UAL,Q4 10 ,0.44,0.235,87.2
2011-01-26 12:30:00,AUTOMATIC DATA PROCS,ADP,Q2 11 ,0.62,0.61,1.6
2011-01-26 13:00:00,EXCELON,EXC,Q4 10 ,0.96,0.915,4.9
2011-01-26 21:00:00,QUALCOMM INC,QCOM,Q1 11 ,0.82,0.718,14.2
2011-01-26 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q4 10 ,0.14,0.164,-14.6
2011-01-26 21:03:00,STARBUCKS CORP,SBUX,Q1 11 ,0.23,0.201,11.9
2011-01-26 21:05:00,LAM RESEARCH CORP,LRCX,Q2 11 ,1.74,1.571,10.8
2011-01-26 21:05:00,CITRIX SYSTEMS INC,CTXS,Q4 10 ,0.65,0.6,8.3
2011-01-26 21:10:00,"NETFLIX, INC.",NFLX,Q4 10 ,0.12,0.101,23.1
2011-01-27 12:00:00,XCEL ENERGY CMN,XEL,Q4 10 ,0.29,0.309,-6.1
2011-01-27 20:59:00,MICROSOFT CORP,MSFT,Q2 11 ,0.77,0.683,12.7
2011-01-27 21:04:00,"VERISIGN, INC.",VRSN,Q4 10 ,0.31,0.301,3.0
2011-01-27 21:06:00,AMAZON.COM INC,AMZN,Q4 10 ,0.91,0.882,3.2
2011-01-27 21:15:00,MICROCHIP TECHNOLOGY,MCHP,Q3 11 ,0.58,0.559,3.8
2011-01-27 21:15:00,KLA CP CMN STK,KLAC,Q2 11 ,1.1,1.049,4.9
2011-01-28 12:00:00,IDEXX LABORATORIES,IDXX,Q4 10 ,0.34,0.276,23.2
2011-02-01 12:15:00,BIOGEN INC CMN,BIIB,Q4 10 ,1.4,1.225,14.3
2011-02-01 13:00:00,PACCAR INC.,PCAR,Q4 10 ,0.44,0.466,-5.5
2011-02-01 21:01:00,ELECTRONIC ARTS INC,EA,Q3 11 ,0.59,0.564,4.6
2011-02-02 21:04:00,CADENCE DESIGN SYS,CDNS,Q4 10 ,0.07,0.043,62.8
2011-02-03 21:01:00,VERTEX PHARMACEUTIC,VRTX,Q4 10 ,-0.74,-0.817,9.4
2011-02-03 21:01:00,"FISERV, INC.",FISV,Q4 10 ,0.27,0.269,-1.5
2011-02-07 11:00:00,COGNIZANT TECH SOL,CTSH,Q4 10 ,0.35,0.349,0.3
2011-02-08 21:01:00,CERNER CORP,CERN,Q4 10 ,0.22,0.212,2.6
2011-02-08 21:05:00,"ILLUMINA, INC.",ILMN,Q4 10 ,0.29,0.292,-0.7
2011-02-08 21:05:00,TAKE-TWO INTERACTI,TTWO,Q3 11 ,0.52,0.34,52.9
2011-02-08 21:05:00,SEATTLE GENETICS,SGEN,Q4 10 ,-0.34,-0.379,10.3
2011-02-09 21:04:00,CISCO SYSTEMS INC,CSCO,Q2 11 ,0.37,0.348,6.9
2011-02-09 21:15:00,ACTIVISION BLIZZARD,ATVI,Q4 10 ,0.53,0.509,4.1
2011-02-10 11:00:00,KRAFT HEINZ CO CMN,KHC,Q4 10 ,,,
2011-02-10 11:30:00,ALEXION PHARM INC,ALXN,Q4 10 ,0.26,0.252,1.2
2011-02-10 12:00:00,PEPSICO INC,PEP,Q4 10 ,1.05,1.04,0.9
2011-02-10 12:00:00,INCYTE CORPORATION,INCY,Q4 10 ,0.24,0.197,21.8
2011-02-10 21:00:00,"EXPEDIA GROUP, INC.",EXPE,Q4 10 ,0.64,0.718,-10.9
2011-02-10 21:10:00,MONDELEZ INTL CMN A,MDLZ,Q4 10 ,0.46,0.463,-0.6
2011-02-14 21:02:00,MARRIOTT INT CL A CM,MAR,Q4 10 ,0.39,0.362,7.7
2011-02-15 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q4 10 ,0.01,0.001,900.0
2011-02-15 21:01:00,ANALOG DEVICES CMN,ADI,Q1 11 ,0.66,0.653,1.1
2011-02-15 21:15:00,"TESLA, INC.",TSLA,Q4 10 ,-0.47,-0.517,9.1
2011-02-16 12:00:00,COMCAST CORP A,CMCSA,Q4 10 ,0.18,0.163,7.4
2011-02-16 21:00:00,"NETAPP, INC.",NTAP,Q3 11 ,0.52,0.499,4.2
2011-02-16 21:10:00,"SYNOPSYS, INC.",SNPS,Q1 11 ,0.44,0.398,10.6
2011-02-16 21:19:00,NVIDIA CORPORATION,NVDA,Q4 11 ,0.23,0.161,42.9
2011-02-16 23:30:00,O'REILLY AUTOMOTIVE,ORLY,Q4 10 ,0.69,0.638,8.2
2011-02-17 17:00:00,REGENERON PHARMACEUT,REGN,Q4 10 ,-0.23,-0.307,25.1
2011-02-17 21:00:00,BIOMARIN PHARMACEUT,BMRN,Q4 10 ,-0.11,-0.029,-279.3
2011-02-17 21:00:00,INTUIT INC,INTU,Q2 11 ,0.32,0.314,1.9
2011-02-23 12:36:00,DOLLAR TREE INC,DLTR,Q4 11 ,0.65,0.636,1.4
2011-02-23 21:01:00,BOOKING HOLDINGS INC,BKNG,Q4 10 ,3.04,3.095,-1.8
2011-02-23 21:05:00,BROADCOM INC.,AVGO,Q1 11 ,0.65,0.562,15.7
2011-02-23 23:11:00,COSTAR GROUP,CSGP,Q4 10 ,0.19,0.24,-20.8
2011-02-24 11:00:00,T-MOBILE,TM,Q4 10 ,0.41,0.361,14.4
2011-02-24 12:03:00,ANSYS,ANSS,Q4 10 ,0.65,0.582,11.7
2011-02-24 21:00:00,MONSTER BEVERAGE CP,MNST,Q4 10 ,0.09,0.103,-16.0
2011-02-24 21:04:00,APPLIED MATERIALS,AMAT,Q1 11 ,0.36,0.324,11.1
2011-02-24 21:05:00,AUTODESK INC,ADSK,Q4 11 ,0.35,0.333,5.1
2011-02-28 21:10:00,VERISK ANALYTICS INC,VRSK,Q4 10 ,0.37,0.367,0.8
2011-03-01 13:00:00,CHARTER COMMUNICATIO,CHTR,Q4 10 ,-0.53,0.318,-266.9
2011-03-02 08:00:00,COSTCO WHOLESALE,COST,Q2 11 ,0.79,0.786,0.5
2011-03-02 22:28:00,COPART,CPRT,Q2 11 ,0.12,0.113,1.8
2011-03-10 21:01:00,"ULTA BEAUTY, INC.",ULTA,Q4 11 ,0.49,0.445,10.1
2011-03-17 12:30:00,"ROSS STORES, INC.",ROST,Q4 11 ,0.34,0.34,0.7
2011-03-22 11:30:00,WALGREENS BTS ALN CM,WBA,Q2 11 ,0.8,0.795,0.6
2011-03-22 20:05:00,ADOBE INC.,ADBE,Q1 11 ,0.58,0.571,1.6
2011-03-22 20:36:00,CINTAS CORP,CTAS,Q3 11 ,0.41,0.364,12.6
2011-03-23 20:01:00,"PAYCHEX, INC.",PAYX,Q3 11 ,0.36,0.349,3.2
2011-03-23 20:07:00,MICRON TECHNOLOGY,MU,Q2 11 ,0.07,0.015,366.7
2011-04-12 12:50:00,FASTENAL CO,FAST,Q1 11 ,0.14,0.13,3.8
2011-04-14 21:00:00,ALPHABET CL A CMN,GOOGL,Q1 11 ,3.52,3.569,-1.4
2011-04-18 21:30:00,TEXAS INSTRUMENTS,TXN,Q1 11 ,0.55,0.582,-5.5
2011-04-19 13:00:00,PACCAR INC.,PCAR,Q1 11 ,0.53,0.491,7.9
2011-04-19 21:02:00,CSX,CSX,Q1 11 ,0.35,0.347,1.8
2011-04-19 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q1 11 ,1.04,0.833,24.4
2011-04-19 21:15:00,INTEL CORP,INTC,Q1 11 ,0.59,0.462,27.7
2011-04-20 14:00:00,AMERICAN AIRLINES GP,AAL,Q1 11 ,-1.21,-1.325,8.7
2011-04-20 21:00:00,QUALCOMM INC,QCOM,Q2 11 ,0.59,0.802,-26.4
2011-04-20 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q1 11 ,0.21,0.166,26.5
2011-04-20 21:01:00,AMGEN,AMGN,Q1 11 ,1.34,1.291,3.8
2011-04-20 21:05:00,"GILEAD SCIENCES, INC",GILD,Q1 11 ,0.44,0.485,-10.3
2011-04-20 21:05:00,LAM RESEARCH CORP,LRCX,Q3 11 ,1.45,1.355,7.0
2011-04-20 21:15:00,WESTERN DIGITAL CP,WDC,Q3 11 ,0.66,0.672,-1.8
2011-04-20 21:30:00,APPLE INC.,AAPL,Q2 11 ,0.91,0.772,18.4
2011-04-20 22:00:00,MARRIOTT INT CL A CM,MAR,Q1 11 ,0.26,0.273,-4.8
2011-04-21 11:15:00,BIOGEN INC CMN,BIIB,Q1 11 ,1.42,1.411,0.6
2011-04-21 11:30:00,ALEXION PHARM INC,ALXN,Q1 11 ,0.3,0.257,14.8
2011-04-21 12:00:00,IDEXX LABORATORIES,IDXX,Q1 11 ,0.31,0.3,3.3
2011-04-21 12:27:00,UNITED AIRLNS HLD CM,UAL,Q1 11 ,-0.41,-0.487,15.8
2011-04-21 21:00:00,MAXIM INTEGRATED,MXIM,Q3 11 ,0.4,0.415,-3.6
2011-04-21 21:14:00,ADV MICRO DEVICES,AMD,Q1 11 ,0.08,0.059,35.6
2011-04-25 21:05:00,"NETFLIX, INC.",NFLX,Q1 11 ,0.16,0.153,3.6
2011-04-26 21:01:00,"ILLUMINA, INC.",ILMN,Q1 11 ,0.35,0.309,13.3
2011-04-26 21:07:00,AMAZON.COM INC,AMZN,Q1 11 ,0.44,0.609,-27.8
2011-04-27 13:00:00,EXCELON,EXC,Q1 11 ,1.17,1.052,11.2
2011-04-27 21:01:00,"FISERV, INC.",FISV,Q1 11 ,0.26,0.26,-1.9
2011-04-27 21:03:00,STARBUCKS CORP,SBUX,Q2 11 ,0.17,0.171,-0.6
2011-04-27 21:05:00,CITRIX SYSTEMS INC,CTXS,Q1 11 ,0.5,0.416,20.2
2011-04-27 21:05:00,CADENCE DESIGN SYS,CDNS,Q1 11 ,0.09,0.074,21.6
2011-04-27 21:05:00,COSTAR GROUP,CSGP,Q1 11 ,0.22,0.207,6.3
2011-04-27 21:15:00,EBAY INC.,EBAY,Q1 11 ,0.47,0.464,1.3
2011-04-27 21:20:00,"XILINX, INC.",XLNX,Q4 11 ,0.59,0.518,13.9
2011-04-27 23:30:00,O'REILLY AUTOMOTIVE,ORLY,Q1 11 ,0.83,0.789,5.2
2011-04-28 12:00:00,XCEL ENERGY CMN,XEL,Q1 11 ,0.42,0.421,-0.2
2011-04-28 12:00:00,PEPSICO INC,PEP,Q1 11 ,0.74,0.73,1.7
2011-04-28 21:00:00,"EXPEDIA GROUP, INC.",EXPE,Q1 11 ,0.5,0.527,-5.1
2011-04-28 21:00:00,BIOMARIN PHARMACEUT,BMRN,Q1 11 ,-0.04,-0.106,62.3
2011-04-28 21:01:00,CERNER CORP,CERN,Q1 11 ,0.2,0.191,4.7
2011-04-28 21:04:00,"VERISIGN, INC.",VRSN,Q1 11 ,0.32,0.327,-2.1
2011-04-28 21:07:00,MICROSOFT CORP,MSFT,Q3 11 ,0.56,0.555,0.9
2011-04-28 21:15:00,KLA CP CMN STK,KLAC,Q3 11 ,1.31,1.245,5.2
2011-04-28 21:30:00,SKYWORKS SOLUTIONS,SWKS,Q2 11 ,0.41,0.393,4.3
2011-05-02 21:02:00,AUTOMATIC DATA PROCS,ADP,Q3 11 ,0.85,0.846,0.5
2011-05-03 11:00:00,T-MOBILE,TM,Q1 11 ,0.31,0.391,-20.3
2011-05-03 11:00:00,COGNIZANT TECH SOL,CTSH,Q1 11 ,0.36,0.331,7.3
2011-05-03 12:00:00,INCYTE CORPORATION,INCY,Q1 11 ,-0.15,-0.313,52.1
2011-05-03 12:01:00,SIRIUS XM HOLDINGS I,SIRI,Q1 11 ,0.01,0.006,66.7
2011-05-03 13:00:00,CHARTER COMMUNICATIO,CHTR,Q1 11 ,-0.65,0.199,-427.9
2011-05-03 17:00:00,REGENERON PHARMACEUT,REGN,Q1 11 ,-0.49,-0.337,-45.4
2011-05-03 21:01:00,VERTEX PHARMACEUTIC,VRTX,Q1 11 ,-0.91,-0.976,6.8
2011-05-03 21:15:00,VERISK ANALYTICS INC,VRSK,Q1 11 ,0.4,0.384,4.2
2011-05-03 21:30:00,COMCAST CORP A,CMCSA,Q1 11 ,0.18,0.174,3.4
2011-05-04 21:01:00,ELECTRONIC ARTS INC,EA,Q4 11 ,0.25,0.222,12.6
2011-05-04 21:10:00,"TESLA, INC.",TSLA,Q1 11 ,-0.44,-0.514,14.4
2011-05-05 12:00:00,KRAFT HEINZ CO CMN,KHC,Q1 11 ,,,
2011-05-05 12:03:00,ANSYS,ANSS,Q1 11 ,0.57,0.551,3.4
2011-05-05 21:00:00,MONSTER BEVERAGE CP,MNST,Q1 11 ,0.1,0.082,17.5
2011-05-05 21:01:00,BOOKING HOLDINGS INC,BKNG,Q1 11 ,2.41,2.46,-2.0
2011-05-05 21:05:00,SEATTLE GENETICS,SGEN,Q1 11 ,-0.3,-0.366,18.0
2011-05-05 21:05:00,MONDELEZ INTL CMN A,MDLZ,Q1 11 ,0.52,0.468,11.1
2011-05-05 21:15:00,MICROCHIP TECHNOLOGY,MCHP,Q4 11 ,0.59,0.569,3.7
2011-05-09 21:05:00,ACTIVISION BLIZZARD,ATVI,Q1 11 ,0.13,0.077,68.8
2011-05-11 21:05:00,CISCO SYSTEMS INC,CSCO,Q3 11 ,0.42,0.369,13.8
2011-05-12 21:19:00,NVIDIA CORPORATION,NVDA,Q1 12 ,0.27,0.194,39.2
2011-05-13 11:00:00,CDW,CDW,Q1 11 ,,,
2011-05-17 21:00:00,ANALOG DEVICES CMN,ADI,Q2 11 ,0.75,0.679,10.5
2011-05-18 21:10:00,"SYNOPSYS, INC.",SNPS,Q2 11 ,0.45,0.448,0.4
2011-05-19 12:34:00,DOLLAR TREE INC,DLTR,Q1 12 ,0.41,0.376,9.0
2011-05-19 13:30:00,"ROSS STORES, INC.",ROST,Q1 12 ,0.37,0.37,0.0
2011-05-19 21:00:00,INTUIT INC,INTU,Q3 11 ,2.33,2.276,2.4
2011-05-19 21:03:00,AUTODESK INC,ADSK,Q1 12 ,0.4,0.372,7.5
2011-05-24 21:05:00,BROADCOM INC.,AVGO,Q2 11 ,0.64,0.618,3.6
2011-05-24 21:05:00,TAKE-TWO INTERACTI,TTWO,Q4 11 ,-0.18,-0.401,55.1
2011-05-24 21:06:00,APPLIED MATERIALS,AMAT,Q2 11 ,0.38,0.368,3.3
2011-05-25 08:00:00,COSTCO WHOLESALE,COST,Q3 11 ,0.8,0.767,4.3
2011-05-25 21:00:00,"NETAPP, INC.",NTAP,Q4 11 ,0.59,0.525,12.4
2011-06-01 23:10:00,COPART,CPRT,Q3 11 ,0.18,0.177,0.3
2011-06-07 21:01:00,"ULTA BEAUTY, INC.",ULTA,Q1 12 ,0.37,0.309,19.7
2011-06-21 12:30:00,WALGREENS BTS ALN CM,WBA,Q3 11 ,0.65,0.625,4.0
2011-06-21 21:05:00,ADOBE INC.,ADBE,Q2 11 ,0.55,0.513,7.2
2011-06-22 21:01:00,"PAYCHEX, INC.",PAYX,Q4 11 ,0.33,0.329,0.3
2011-06-23 21:04:00,MICRON TECHNOLOGY,MU,Q3 11 ,0.02,0.163,-87.7
2011-07-12 12:50:00,FASTENAL CO,FAST,Q2 11 ,0.16,0.156,2.6
2011-07-13 21:30:00,MARRIOTT INT CL A CM,MAR,Q2 11 ,0.37,0.368,0.5
2011-07-14 22:14:00,ALPHABET CL A CMN,GOOGL,Q2 11 ,3.84,3.402,12.9
2011-07-19 21:02:00,CSX,CSX,Q2 11 ,0.46,0.438,5.0
2011-07-19 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q2 11 ,0.97,0.906,7.1
2011-07-19 21:20:00,CINTAS CORP,CTAS,Q4 11 ,0.49,0.432,13.4
2011-07-19 21:30:00,APPLE INC.,AAPL,Q3 11 ,1.11,0.839,32.6
2011-07-20 12:00:00,AMERICAN AIRLINES GP,AAL,Q2 11 ,-0.85,-0.805,-5.6
2011-07-20 21:00:00,QUALCOMM INC,QCOM,Q3 11 ,0.73,0.707,3.3
2011-07-20 21:15:00,EBAY INC.,EBAY,Q2 11 ,0.48,0.464,3.4
2011-07-20 21:20:00,"XILINX, INC.",XLNX,Q1 12 ,0.56,0.53,5.7
2011-07-20 21:23:00,INTEL CORP,INTC,Q2 11 ,0.59,0.513,15.6
2011-07-21 11:30:00,ALEXION PHARM INC,ALXN,Q2 11 ,0.29,0.268,8.2
2011-07-21 12:00:00,PEPSICO INC,PEP,Q2 11 ,1.21,1.206,0.3
2011-07-21 12:28:00,UNITED AIRLNS HLD CM,UAL,Q2 11 ,1.49,1.426,4.5
2011-07-21 21:06:00,MICROSOFT CORP,MSFT,Q4 11 ,0.69,0.576,19.8
2011-07-21 21:14:00,ADV MICRO DEVICES,AMD,Q2 11 ,0.09,0.081,11.1
2011-07-21 21:15:00,WESTERN DIGITAL CP,WDC,Q4 11 ,0.81,0.675,20.0
2011-07-21 21:30:00,SKYWORKS SOLUTIONS,SWKS,Q3 11 ,0.49,0.46,6.5
2011-07-22 12:00:00,IDEXX LABORATORIES,IDXX,Q2 11 ,0.42,0.364,14.0
2011-07-25 21:05:00,"NETFLIX, INC.",NFLX,Q2 11 ,0.18,0.16,12.5
2011-07-25 21:30:00,TEXAS INSTRUMENTS,TXN,Q2 11 ,0.56,0.533,5.1
2011-07-26 12:15:00,BIOGEN INC CMN,BIIB,Q2 11 ,1.35,1.373,-1.7
2011-07-26 13:00:00,PACCAR INC.,PCAR,Q2 11 ,0.65,0.689,-5.7
2011-07-26 21:01:00,ELECTRONIC ARTS INC,EA,Q1 12 ,-0.37,-0.401,7.7
2011-07-26 21:01:00,"ILLUMINA, INC.",ILMN,Q2 11 ,0.38,0.366,3.8
2011-07-26 21:02:00,AMAZON.COM INC,AMZN,Q2 11 ,0.41,0.341,20.2
2011-07-26 21:03:00,"FISERV, INC.",FISV,Q2 11 ,0.28,0.272,3.9
2011-07-26 21:05:00,"GILEAD SCIENCES, INC",GILD,Q2 11 ,0.5,0.496,0.8
2011-07-27 13:00:00,EXCELON,EXC,Q2 11 ,1.05,0.953,10.2
2011-07-27 21:05:00,CITRIX SYSTEMS INC,CTXS,Q2 11 ,0.57,0.548,4.0
2011-07-27 21:07:00,COSTAR GROUP,CSGP,Q2 11 ,0.27,0.215,25.6
2011-07-27 21:44:00,LAM RESEARCH CORP,LRCX,Q4 11 ,1.14,1.094,4.2
2011-07-27 23:30:00,O'REILLY AUTOMOTIVE,ORLY,Q2 11 ,0.96,0.956,0.4
2011-07-28 12:00:00,INCYTE CORPORATION,INCY,Q2 11 ,-0.41,-0.361,-13.6
2011-07-28 12:00:00,REGENERON PHARMACEUT,REGN,Q2 11 ,-0.69,-0.403,-71.2
2011-07-28 12:00:00,XCEL ENERGY CMN,XEL,Q2 11 ,0.33,0.315,4.8
2011-07-28 12:30:00,AUTOMATIC DATA PROCS,ADP,Q4 11 ,0.48,0.488,-1.6
2011-07-28 21:00:00,BIOMARIN PHARMACEUT,BMRN,Q2 11 ,-0.05,-0.122,59.0
2011-07-28 21:00:00,VERTEX PHARMACEUTIC,VRTX,Q2 11 ,-0.67,-0.801,16.4
2011-07-28 21:00:00,MAXIM INTEGRATED,MXIM,Q4 11 ,0.45,0.42,7.1
2011-07-28 21:00:00,"EXPEDIA GROUP, INC.",EXPE,Q2 11 ,1.1,0.979,12.4
2011-07-28 21:01:00,CERNER CORP,CERN,Q2 11 ,0.22,0.217,1.4
2011-07-28 21:03:00,STARBUCKS CORP,SBUX,Q3 11 ,0.18,0.171,5.3
2011-07-28 21:05:00,CADENCE DESIGN SYS,CDNS,Q2 11 ,0.12,0.103,16.5
2011-07-28 21:05:00,"VERISIGN, INC.",VRSN,Q2 11 ,0.38,0.346,9.8
2011-07-28 21:15:00,KLA CP CMN STK,KLAC,Q4 11 ,1.5,1.378,8.9
2011-07-29 13:00:00,AMGEN,AMGN,Q2 11 ,1.37,1.281,6.9
2011-08-01 11:00:00,CDW,CDW,Q2 11 ,,,
2011-08-01 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q2 11 ,0.2,0.19,5.3
2011-08-02 11:00:00,COGNIZANT TECH SOL,CTSH,Q2 11 ,0.36,0.347,3.7
2011-08-02 11:00:00,T-MOBILE,TM,Q2 11 ,0.48,0.565,-15.0
2011-08-02 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q2 11 ,0.03,0.006,400.0
2011-08-02 13:00:00,CHARTER COMMUNICATIO,CHTR,Q2 11 ,-0.73,0.214,-441.1
2011-08-02 21:05:00,VERISK ANALYTICS INC,VRSK,Q2 11 ,0.41,0.393,4.3
2011-08-03 12:00:00,COMCAST CORP A,CMCSA,Q2 11 ,0.21,0.203,3.4
2011-08-03 21:00:00,"TESLA, INC.",TSLA,Q2 11 ,-0.53,-0.506,-4.7
2011-08-03 21:05:00,ACTIVISION BLIZZARD,ATVI,Q2 11 ,0.1,0.052,92.3
2011-08-04 11:00:00,MONDELEZ INTL CMN A,MDLZ,Q2 11 ,0.62,0.577,7.5
2011-08-04 12:09:00,ANSYS,ANSS,Q2 11 ,0.62,0.563,10.1
