Date,FB,AAPL,AMZN,NFLX,GOOGL,TSLA,NVDA,BABA,BIDU,TWTR
2020-01-02,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2020-01-03,10.04689566045189,10.002143749366251,9.97773083757699,9.980596497647074,10.047501072173414,10.399644980778286,9.938673104579527,9.973033611583762,9.777350448934236,9.856430036908577
2020-01-06,10.093928200541786,9.9418000498527,9.985594761125649,10.141838769192999,10.172021140366265,10.452647094617296,9.841719011281453,9.818186353156683,9.79574359894164,9.756521020923538
2020-01-07,10.042978577244389,9.823840957200238,9.934476965416742,9.916552786848554,10.079319809447435,10.780083406111439,9.889194028916059,9.792082155949272,9.779627669539327,9.961843643326542
2020-01-08,10.013441903475972,9.852627716800546,9.729277396073172,10.039999118679226,10.019628137045391,11.164069424124985,9.779458691528879,9.681728993200196,9.732797867997025,9.986970751074615
2020-01-09,10.086788054765721,9.992603087703309,9.708637462505036,9.86504365706994,10.055077740672491,10.843867980019855,9.818765921654302,9.781764702472435,9.878250525492732,9.969200867644174
2020-01-10,10.07712828179667,10.016615095323452,9.618638105766705,9.672148061529349,10.121456463893264,10.773530555205985,9.872690658669113,9.873582220216335,10.135656246004965,9.83855431159415
2020-01-13,10.027176075396468,10.003285654063031,9.445561392173508,9.740903187109593,9.973221566045916,11.563208377245966,9.955969779063016,9.94101401074226,9.756134175863176,9.593525782297064
2020-01-14,9.961070361495269,9.930691087231859,9.395503101701655,9.795927451543438,9.970576485768731,11.925970326606707,9.832130786351204,9.830772119953481,9.664696468065113,9.69266181128254
2020-01-15,10.09624033381034,9.927596157013005,9.395559834492769,9.846057421254232,10.070616240324242,11.541296684813329,9.803107767643043,9.807689854159774,9.658922970314327,9.85291273617494
2020-01-16,10.06803300094273,9.995846942849512,9.4229987007375,9.778105097416006,10.090667959030853,11.365981175774213,9.881771410587046,9.704410983569451,9.611210756414629,10.080973972678052
2020-01-17,10.04347082819695,10.0650617223455,9.318290994885217,9.76819920579024,10.252742619854867,11.25345580132261,9.855081524868686,9.81522996232342,9.580027913207525,10.048439427204993
2020-01-21,9.978590848510505,9.963670200888025,9.423231482998373,9.691063073242368,10.237567113358644,12.022432288632686,9.769570473908605,9.560269296280405,9.376565464713893,9.977039757466494
2020-01-22,9.965703572945174,9.99173628704122,9.393569327539936,9.336952837793712,10.243140087804846,12.504314639071664,9.84532127562864,9.557827156441292,9.212349122460903,9.949085693272613
2020-01-23,9.837088605336755,9.980632842804328,9.323910573398877,9.953816319162314,10.186286339196604,12.488172771056345,9.89723314189484,9.363009163595738,9.117245413447192,9.852604830107017
2020-01-24,9.876346201387973,10.075023920493527,9.324394621369732,10.17960973183351,10.18370587236827,12.479653671388654,9.925402864966054,9.246154686730716,8.941201932180846,9.768506497280722
2020-01-27,9.979729913846395,10.022305769204056,9.385675820392434,10.129439604168972,10.192161324156901,12.636473096029352,9.755100264542094,9.109343897086287,8.901655233044579,9.88811507752893
