Date,Time,Ticker,Name,Calendar,Actual,Consensus,RevActual,RevConsensus,Sector,Industry,UTC,releasetime
2011-04-20,17:05:00,GILD,Gilead Sciences,11Q1,0.41,0.485,1926.09,2026.96,Health Care,Biotechnology,2011-04-20 21:05:00+00:00,After Close
2011-04-20,17:05:00,LRCX,Lam Research,11Q1,1.45,1.355,809.09,804.9,Information Technology,Semiconductor Equipment,2011-04-20 21:05:00+00:00,After Close
2011-04-20,17:15:00,WDC,Western Digital,11Q1,0.66,0.672,2252.0,2256.789,Information Technology,"Technology Hardware, Storage & Peripherals",2011-04-20 21:15:00+00:00,After Close
2011-04-20,17:30:00,AAPL,Apple Inc.,11Q1,0.91,0.772,24667.0,23417.692,Information Technology,"Technology Hardware, Storage & Peripherals",2011-04-20 21:30:00+00:00,After Close
2011-04-20,18:00:00,MAR,Marriott Int'l.,11Q1,0.26,0.273,2778.0,2860.462,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2011-04-20 22:00:00+00:00,After Close
2011-04-21,07:15:00,BIIB,Biogen Inc.,11Q1,1.43,1.411,1203.34,1180.667,Health Care,Biotechnology,2011-04-21 11:15:00+00:00,Before Open
2011-04-21,07:30:00,ALXN,Alexion Pharmaceuticals,11Q1,0.3,0.257,166.13,165.875,Health Care,Biotechnology,2011-04-21 11:30:00+00:00,Before Open
2011-04-21,08:00:00,IDXX,IDEXX Laboratories,11Q1,0.31,0.3,292.67,285.286,Health Care,Health Care Equipment,2011-04-21 12:00:00+00:00,Before Open
2011-04-21,08:27:00,UAL,United Airlines Holdings,11Q1,-0.41,-0.487,8202.0,8189.222,Industrials,Airlines,2011-04-21 12:27:00+00:00,Before Open
2011-04-21,17:00:00,MXIM,Maxim Integrated Products Inc,11Q1,0.4,0.415,606.78,605.591,Information Technology,Semiconductors,2011-04-21 21:00:00+00:00,After Close
2011-04-21,17:14:00,AMD,Advanced Micro Devices Inc,11Q1,0.08,0.059,1613.0,1610.393,Information Technology,Semiconductors,2011-04-21 21:14:00+00:00,After Close
2011-04-25,17:05:00,NFLX,Netflix Inc.,11Q1,0.16,0.153,718.55,706.08,Communication Services,Movies & Entertainment,2011-04-25 21:05:00+00:00,After Close
2011-04-26,17:01:00,ILMN,Illumina Inc,11Q1,0.35,0.309,282.52,261.313,Health Care,Life Sciences Tools & Services,2011-04-26 21:01:00+00:00,After Close
2011-04-26,17:07:00,AMZN,Amazon.com Inc.,11Q1,0.44,0.609,9857.0,9546.214,Consumer Discretionary,Internet & Direct Marketing Retail,2011-04-26 21:07:00+00:00,After Close
2011-04-27,09:00:00,EXC,Exelon Corp.,11Q1,1.17,1.052,5052.0,4656.0,Utilities,Multi-Utilities,2011-04-27 13:00:00+00:00,Before Open
2011-04-27,17:01:00,FISV,Fiserv Inc,11Q1,0.26,0.26,1048.0,1013.222,Information Technology,Data Processing & Outsourced Services,2011-04-27 21:01:00+00:00,After Close
2011-04-27,17:03:00,SBUX,Starbucks Corp.,11Q1,0.17,0.171,2785.7,2736.706,Consumer Discretionary,Restaurants,2011-04-27 21:03:00+00:00,After Close
2011-04-27,17:05:00,CTXS,Citrix Systems,11Q1,0.5,0.416,490.89,475.115,Information Technology,Application Software,2011-04-27 21:05:00+00:00,After Close
2011-04-27,17:05:00,CDNS,Cadence Design Systems,11Q1,0.09,0.074,266.1,260.2,Information Technology,Application Software,2011-04-27 21:05:00+00:00,After Close
2011-04-27,17:05:00,CSGP,"CoStar Group, Inc.",11Q1,0.22,0.207,59.62,58.525,Miscellaneous,Business Services,2011-04-27 21:05:00+00:00,After Close
2011-04-27,17:15:00,EBAY,eBay Inc.,11Q1,0.47,0.464,2545.61,2482.28,Consumer Discretionary,Internet & Direct Marketing Retail,2011-04-27 21:15:00+00:00,After Close
2011-04-27,17:20:00,XLNX,Xilinx,11Q1,0.59,0.518,587.85,581.0,Information Technology,Semiconductors,2011-04-27 21:20:00+00:00,After Close
2011-04-27,19:30:00,ORLY,O'Reilly Automotive,11Q1,0.83,0.789,1382.74,1374.167,Consumer Discretionary,Specialty Stores,2011-04-27 23:30:00+00:00,After Close
2011-04-28,08:00:00,XEL,Xcel Energy Inc,11Q1,0.42,0.421,2816.54,2885.75,Utilities,Multi-Utilities,2011-04-28 12:00:00+00:00,Before Open
2011-04-28,08:00:00,PEP,PepsiCo Inc.,11Q1,0.74,0.73,11937.0,11798.778,Consumer Staples,Soft Drinks,2011-04-28 12:00:00+00:00,Before Open
2011-04-28,17:00:00,BMRN,BioMarin Pharmaceutical Inc.,11Q1,-0.04,-0.106,109.46,103.975,Health Care,Major Pharmaceuticals,2011-04-28 21:00:00+00:00,After Close
2011-04-28,17:00:00,EXPE,Expedia Group,11Q1,0.5,0.527,822.18,795.667,Consumer Discretionary,Internet & Direct Marketing Retail,2011-04-28 21:00:00+00:00,After Close
2011-04-28,17:01:00,CERN,Cerner,11Q1,0.19,0.191,491.66,485.611,Health Care,Health Care Technology,2011-04-28 21:01:00+00:00,After Close
2011-04-28,17:04:00,VRSN,Verisign Inc.,11Q1,0.32,0.327,181.52,184.375,Information Technology,Internet Services & Infrastructure,2011-04-28 21:04:00+00:00,After Close
2011-04-28,17:07:00,MSFT,Microsoft Corp.,11Q1,0.56,0.555,16428.0,16195.913,Information Technology,Systems Software,2011-04-28 21:07:00+00:00,After Close
2011-04-28,17:15:00,KLAC,KLA Corporation,11Q1,1.31,1.245,834.06,809.182,Information Technology,Semiconductor Equipment,2011-04-28 21:15:00+00:00,After Close
2011-04-28,17:30:00,SWKS,Skyworks Solutions,11Q1,0.41,0.393,325.41,318.143,Information Technology,Semiconductors,2011-04-28 21:30:00+00:00,After Close
2011-05-02,17:02:00,ADP,Automatic Data Processing,11Q1,0.85,0.846,2737.3,2661.143,Information Technology,Internet Services & Infrastructure,2011-05-02 21:02:00+00:00,After Close
2011-05-03,07:00:00,TMUS,T-Mobile US,11Q1,0.31,0.391,1194.38,1126.583,Communication Services,Wireless Telecommunication Services,2011-05-03 11:00:00+00:00,Before Open
2011-05-03,07:00:00,CTSH,Cognizant Technology Solutions,11Q1,0.34,0.331,1371.25,1374.048,Information Technology,IT Consulting & Other Services,2011-05-03 11:00:00+00:00,Before Open
2011-05-03,08:00:00,INCY,Incyte,11Q1,-0.15,-0.313,31.97,19.967,Health Care,Biotechnology,2011-05-03 12:00:00+00:00,Before Open
2011-05-03,08:01:00,SIRI,Sirius XM Holdings Inc.,11Q1,0.01,0.006,727.56,733.625,Consumer Services,Broadcasting,2011-05-03 12:01:00+00:00,Before Open
2011-05-03,09:00:00,CHTR,Charter Communications,11Q1,-0.65,0.199,1770.0,1782.429,Communication Services,Cable & Satellite,2011-05-03 13:00:00+00:00,Before Open
2011-05-03,13:00:00,REGN,Regeneron Pharmaceuticals,11Q1,-0.49,-0.337,112.2,117.3,Health Care,Biotechnology,2011-05-03 17:00:00+00:00,Before Open
2011-05-03,17:01:00,VRTX,Vertex Pharmaceuticals Inc,11Q1,-1.02,-0.976,73.66,24.953,Health Care,Biotechnology,2011-05-03 21:01:00+00:00,After Close
2011-05-03,17:15:00,VRSK,Verisk Analytics,11Q1,0.4,0.384,312.87,316.4,Industrials,Research & Consulting Services,2011-05-03 21:15:00+00:00,After Close
2011-05-03,17:30:00,CMCSA,Comcast Corp.,11Q1,0.18,0.174,13308.0,13046.0,Communication Services,Cable & Satellite,2011-05-03 21:30:00+00:00,After Close
2011-05-04,17:01:00,EA,Electronic Arts,11Q1,0.14,0.222,995.0,923.455,Communication Services,Interactive Home Entertainment,2011-05-04 21:01:00+00:00,After Close
2011-05-04,17:10:00,TSLA,"Tesla, Inc. ",11Q1,-0.44,-0.514,49.03,43.325,Capital Goods,Auto Manufacturing,2011-05-04 21:10:00+00:00,After Close
2011-05-05,08:00:00,KHC,Kraft Heinz Co,11Q1,,,,,Consumer Staples,Packaged Foods & Meats,2011-05-05 12:00:00+00:00,Before Open
2011-05-05,08:03:00,ANSS,ANSYS,11Q1,0.57,0.551,158.05,154.6,Information Technology,Application Software,2011-05-05 12:03:00+00:00,Before Open
2011-05-05,17:00:00,MNST,Monster Beverage,11Q1,0.1,0.082,356.42,325.875,Consumer Staples,Soft Drinks,2011-05-05 21:00:00+00:00,After Close
2011-05-05,17:01:00,BKNG,Booking Holdings Inc,11Q1,2.41,2.46,809.32,780.286,Consumer Discretionary,Internet & Direct Marketing Retail,2011-05-05 21:01:00+00:00,After Close
2011-05-05,17:05:00,SGEN,"Seattle Genetics, Inc.",11Q1,-0.3,-0.366,12.17,9.724,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2011-05-05 21:05:00+00:00,After Close
2011-05-05,17:05:00,MDLZ,Mondelez International,11Q1,0.52,0.468,12573.0,12340.462,Consumer Staples,Packaged Foods & Meats,2011-05-05 21:05:00+00:00,After Close
2011-05-05,17:15:00,MCHP,Microchip Technology,11Q1,0.55,0.569,379.99,373.538,Information Technology,Semiconductors,2011-05-05 21:15:00+00:00,After Close
2011-05-09,17:05:00,ATVI,Activision Blizzard,11Q1,0.13,0.077,1449.0,664.143,Communication Services,Interactive Home Entertainment,2011-05-09 21:05:00+00:00,After Close
2011-05-11,17:05:00,CSCO,Cisco Systems,11Q1,0.42,0.369,10866.0,10859.485,Information Technology,Communications Equipment,2011-05-11 21:05:00+00:00,After Close
2011-05-12,17:19:00,NVDA,Nvidia Corporation,11Q1,0.27,0.194,962.04,948.037,Information Technology,Semiconductors,2011-05-12 21:19:00+00:00,After Close
2011-05-13,07:00:00,CDW,CDW,11Q1,,,2129.6,,Information Technology,Technology Distributors,2011-05-13 11:00:00+00:00,Before Open
2011-05-17,17:00:00,ADI,"Analog Devices, Inc.",11Q1,0.75,0.679,790.78,746.3,Information Technology,Semiconductors,2011-05-17 21:00:00+00:00,After Close
2011-05-18,17:10:00,SNPS,Synopsys Inc.,11Q1,0.45,0.448,393.67,390.2,Information Technology,Application Software,2011-05-18 21:10:00+00:00,After Close
2011-05-19,08:34:00,DLTR,Dollar Tree,11Q1,0.41,0.376,1545.9,1510.438,Consumer Discretionary,General Merchandise Stores,2011-05-19 12:34:00+00:00,Before Open
2011-05-19,09:30:00,ROST,Ross Stores,11Q1,0.37,0.37,2074.58,2075.0,Consumer Discretionary,Apparel Retail,2011-05-19 13:30:00+00:00,Before Open
2011-05-19,17:00:00,INTU,Intuit Inc.,11Q1,2.33,2.276,1848.0,1817.824,Information Technology,Application Software,2011-05-19 21:00:00+00:00,After Close
2011-05-19,17:03:00,ADSK,Autodesk Inc.,11Q1,0.4,0.372,528.3,523.571,Information Technology,Application Software,2011-05-19 21:03:00+00:00,After Close
2011-05-24,17:05:00,TTWO,Take-Two Interactive,11Q1,-0.24,-0.401,182.26,144.571,Communication Services,Interactive Home Entertainment,2011-05-24 21:05:00+00:00,After Close
2011-05-24,17:05:00,AVGO,Broadcom Inc.,11Q1,0.64,0.618,560.0,555.6,Information Technology,Semiconductors,2011-05-24 21:05:00+00:00,After Close
2011-05-24,17:06:00,AMAT,Applied Materials Inc.,11Q1,0.38,0.368,2862.0,2761.867,Information Technology,Semiconductor Equipment,2011-05-24 21:06:00+00:00,After Close
2011-05-25,04:00:00,COST,Costco Wholesale Corp.,11Q1,0.8,0.767,20623.0,20191.875,Consumer Staples,Hypermarkets & Super Centers,2011-05-25 08:00:00+00:00,Before Open
2011-05-25,17:00:00,NTAP,NetApp,11Q1,0.59,0.525,1428.3,1387.241,Information Technology,"Technology Hardware, Storage & Peripherals",2011-05-25 21:00:00+00:00,After Close
2011-06-01,19:10:00,CPRT,Copart Inc,11Q1,0.18,0.177,236.76,240.667,Industrials,Diversified Support Services,2011-06-01 23:10:00+00:00,After Close
2011-06-07,17:01:00,ULTA,Ulta Beauty,11Q1,0.37,0.309,386.01,371.556,Consumer Discretionary,Specialty Stores,2011-06-07 21:01:00+00:00,After Close
2011-06-21,08:30:00,WBA,Walgreens Boots Alliance,11Q1,0.65,0.625,18371.0,18336.722,Consumer Staples,Drug Retail,2011-06-21 12:30:00+00:00,Before Open
2011-06-21,17:05:00,ADBE,Adobe Systems Inc,11Q1,0.55,0.513,1023.18,995.714,Information Technology,Application Software,2011-06-21 21:05:00+00:00,After Close
2011-06-22,17:01:00,PAYX,Paychex Inc.,11Q1,0.33,0.329,522.7,514.529,Information Technology,Data Processing & Outsourced Services,2011-06-22 21:01:00+00:00,After Close
2011-06-23,17:04:00,MU,Micron Technology,11Q1,0.02,0.163,2139.0,2375.9,Information Technology,Semiconductors,2011-06-23 21:04:00+00:00,After Close
2011-07-12,08:50:00,FAST,Fastenal Co,11Q2,0.16,0.156,701.73,699.0,Industrials,Building Products,2011-07-12 12:50:00+00:00,Before Open
2011-07-13,17:30:00,MAR,Marriott Int'l.,11Q2,0.37,0.368,2972.0,2998.846,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2011-07-13 21:30:00+00:00,After Close
2011-07-14,18:14:00,GOOGL,Alphabet Inc Class A,11Q2,3.84,3.402,6920.0,6571.0,Communication Services,Interactive Media & Services,2011-07-14 22:14:00+00:00,After Close
2011-07-19,17:02:00,CSX,CSX Corp.,11Q2,0.46,0.438,3019.0,2973.667,Industrials,Railroads,2011-07-19 21:02:00+00:00,After Close
2011-07-19,17:05:00,ISRG,Intuitive Surgical Inc.,11Q2,0.97,0.906,425.7,410.438,Health Care,Health Care Equipment,2011-07-19 21:05:00+00:00,After Close
2011-07-19,17:20:00,CTAS,Cintas Corporation,11Q2,0.49,0.432,1012.09,904.4,Industrials,Diversified Support Services,2011-07-19 21:20:00+00:00,After Close
2011-07-19,17:30:00,AAPL,Apple Inc.,11Q2,1.11,0.839,28571.0,25035.976,Information Technology,"Technology Hardware, Storage & Peripherals",2011-07-19 21:30:00+00:00,After Close
2011-07-20,08:00:00,AAL,American Airlines Group,11Q2,-0.85,-0.805,6114.0,6115.0,Industrials,Airlines,2011-07-20 12:00:00+00:00,Before Open
2011-07-20,17:00:00,QCOM,QUALCOMM Inc.,11Q2,0.73,0.707,3623.0,3539.686,Information Technology,Semiconductors,2011-07-20 21:00:00+00:00,After Close
2011-07-20,17:15:00,EBAY,eBay Inc.,11Q2,0.48,0.464,2760.27,2605.25,Consumer Discretionary,Internet & Direct Marketing Retail,2011-07-20 21:15:00+00:00,After Close
2011-07-20,17:20:00,XLNX,Xilinx,11Q2,0.56,0.53,615.46,600.0,Information Technology,Semiconductors,2011-07-20 21:20:00+00:00,After Close
2011-07-20,17:23:00,INTC,Intel Corp.,11Q2,0.59,0.513,13032.0,12839.658,Information Technology,Semiconductors,2011-07-20 21:23:00+00:00,After Close
2011-07-21,07:30:00,ALXN,Alexion Pharmaceuticals,11Q2,0.29,0.268,185.7,178.111,Health Care,Biotechnology,2011-07-21 11:30:00+00:00,Before Open
2011-07-21,08:00:00,PEP,PepsiCo Inc.,11Q2,1.21,1.206,16827.0,16497.6,Consumer Staples,Soft Drinks,2011-07-21 12:00:00+00:00,Before Open
2011-07-21,08:28:00,UAL,United Airlines Holdings,11Q2,1.49,1.426,9809.0,9701.111,Industrials,Airlines,2011-07-21 12:28:00+00:00,Before Open
2011-07-21,17:06:00,MSFT,Microsoft Corp.,11Q2,0.69,0.576,17367.0,17217.042,Information Technology,Systems Software,2011-07-21 21:06:00+00:00,After Close
2011-07-21,17:14:00,AMD,Advanced Micro Devices Inc,11Q2,0.09,0.081,1574.0,1580.31,Information Technology,Semiconductors,2011-07-21 21:14:00+00:00,After Close
2011-07-21,17:15:00,WDC,Western Digital,11Q2,0.81,0.675,2403.0,2292.211,Information Technology,"Technology Hardware, Storage & Peripherals",2011-07-21 21:15:00+00:00,After Close
2011-07-21,17:30:00,SWKS,Skyworks Solutions,11Q2,0.49,0.46,356.08,345.267,Information Technology,Semiconductors,2011-07-21 21:30:00+00:00,After Close
2011-07-22,08:00:00,IDXX,IDEXX Laboratories,11Q2,0.42,0.364,317.86,309.333,Health Care,Health Care Equipment,2011-07-22 12:00:00+00:00,Before Open
2011-07-25,17:05:00,NFLX,Netflix Inc.,11Q2,0.18,0.16,788.61,790.481,Communication Services,Movies & Entertainment,2011-07-25 21:05:00+00:00,After Close
2011-07-25,17:30:00,TXN,Texas Instruments,11Q2,0.56,0.533,3458.0,3434.147,Information Technology,Semiconductors,2011-07-25 21:30:00+00:00,After Close
2011-07-26,08:15:00,BIIB,Biogen Inc.,11Q2,1.36,1.373,1208.65,1180.444,Health Care,Biotechnology,2011-07-26 12:15:00+00:00,Before Open
2011-07-26,09:00:00,PCAR,PACCAR Inc.,11Q2,0.65,0.689,3702.7,3712.778,Industrials,Construction Machinery & Heavy Trucks,2011-07-26 13:00:00+00:00,Before Open
2011-07-26,17:01:00,ILMN,Illumina Inc,11Q2,0.38,0.366,287.45,280.556,Health Care,Life Sciences Tools & Services,2011-07-26 21:01:00+00:00,After Close
2011-07-26,17:01:00,EA,Electronic Arts,11Q2,-0.45,-0.401,524.0,506.737,Communication Services,Interactive Home Entertainment,2011-07-26 21:01:00+00:00,After Close
2011-07-26,17:02:00,AMZN,Amazon.com Inc.,11Q2,0.41,0.341,9913.0,9377.323,Consumer Discretionary,Internet & Direct Marketing Retail,2011-07-26 21:02:00+00:00,After Close
2011-07-26,17:03:00,FISV,Fiserv Inc,11Q2,0.28,0.272,1065.0,1035.143,Information Technology,Data Processing & Outsourced Services,2011-07-26 21:03:00+00:00,After Close
2011-07-26,17:05:00,GILD,Gilead Sciences,11Q2,0.47,0.496,2137.25,2070.136,Health Care,Biotechnology,2011-07-26 21:05:00+00:00,After Close
2011-07-27,09:00:00,EXC,Exelon Corp.,11Q2,1.05,0.953,4587.0,4413.8,Utilities,Multi-Utilities,2011-07-27 13:00:00+00:00,Before Open
2011-07-27,17:05:00,CTXS,Citrix Systems,11Q2,0.57,0.548,530.79,522.778,Information Technology,Application Software,2011-07-27 21:05:00+00:00,After Close
2011-07-27,17:07:00,CSGP,"CoStar Group, Inc.",11Q2,0.27,0.215,62.13,60.7,Miscellaneous,Business Services,2011-07-27 21:07:00+00:00,After Close
2011-07-27,17:44:00,LRCX,Lam Research,11Q2,1.14,1.094,752.02,749.0,Information Technology,Semiconductor Equipment,2011-07-27 21:44:00+00:00,After Close
2011-07-27,19:30:00,ORLY,O'Reilly Automotive,11Q2,0.96,0.956,1479.32,1491.0,Consumer Discretionary,Specialty Stores,2011-07-27 23:30:00+00:00,After Close
2011-07-28,08:00:00,XEL,Xcel Energy Inc,11Q2,0.33,0.315,2438.22,2372.25,Utilities,Multi-Utilities,2011-07-28 12:00:00+00:00,Before Open
2011-07-28,08:00:00,INCY,Incyte,11Q2,-0.41,-0.361,16.81,19.35,Health Care,Biotechnology,2011-07-28 12:00:00+00:00,Before Open
2011-07-28,08:00:00,REGN,Regeneron Pharmaceuticals,11Q2,-0.69,-0.403,107.81,120.9,Health Care,Biotechnology,2011-07-28 12:00:00+00:00,Before Open
2011-07-28,08:30:00,ADP,Automatic Data Processing,11Q2,0.48,0.488,2507.1,2431.313,Information Technology,Internet Services & Infrastructure,2011-07-28 12:30:00+00:00,Before Open
2011-07-28,17:00:00,VRTX,Vertex Pharmaceuticals Inc,11Q2,-0.82,-0.801,114.42,55.91,Health Care,Biotechnology,2011-07-28 21:00:00+00:00,After Close
2011-07-28,17:00:00,MXIM,Maxim Integrated Products Inc,11Q2,0.45,0.42,626.49,625.955,Information Technology,Semiconductors,2011-07-28 21:00:00+00:00,After Close
2011-07-28,17:00:00,EXPE,Expedia Group,11Q2,1.1,0.979,1023.63,964.571,Consumer Discretionary,Internet & Direct Marketing Retail,2011-07-28 21:00:00+00:00,After Close
2011-07-28,17:00:00,BMRN,BioMarin Pharmaceutical Inc.,11Q2,-0.05,-0.122,110.63,105.308,Health Care,Major Pharmaceuticals,2011-07-28 21:00:00+00:00,After Close
2011-07-28,17:01:00,CERN,Cerner,11Q2,0.21,0.217,524.22,517.059,Health Care,Health Care Technology,2011-07-28 21:01:00+00:00,After Close
2011-07-28,17:03:00,SBUX,Starbucks Corp.,11Q2,0.18,0.171,2932.2,2842.947,Consumer Discretionary,Restaurants,2011-07-28 21:03:00+00:00,After Close
2011-07-28,17:05:00,CDNS,Cadence Design Systems,11Q2,0.12,0.103,283.27,276.167,Information Technology,Application Software,2011-07-28 21:05:00+00:00,After Close
2011-07-28,17:05:00,VRSN,Verisign Inc.,11Q2,0.38,0.346,189.84,191.385,Information Technology,Internet Services & Infrastructure,2011-07-28 21:05:00+00:00,After Close
2011-07-28,17:15:00,KLAC,KLA Corporation,11Q2,1.5,1.378,892.44,875.0,Information Technology,Semiconductor Equipment,2011-07-28 21:15:00+00:00,After Close
2011-07-29,09:00:00,AMGN,Amgen Inc.,11Q2,1.25,1.281,3959.0,3770.421,Health Care,Biotechnology,2011-07-29 13:00:00+00:00,Before Open
2011-08-01,07:00:00,CDW,CDW,11Q2,,,2412.1,,Information Technology,Technology Distributors,2011-08-01 11:00:00+00:00,Before Open
2011-08-01,17:00:00,ALGN,Align Technology,11Q2,0.2,0.19,120.09,113.75,Health Care,Health Care Supplies,2011-08-01 21:00:00+00:00,After Close
2011-08-02,07:00:00,CTSH,Cognizant Technology Solutions,11Q2,0.34,0.347,1485.24,1459.947,Information Technology,IT Consulting & Other Services,2011-08-02 11:00:00+00:00,Before Open
2011-08-02,07:00:00,TMUS,T-Mobile US,11Q2,0.48,0.565,1209.45,1225.44,Communication Services,Wireless Telecommunication Services,2011-08-02 11:00:00+00:00,Before Open
2011-08-02,08:00:00,SIRI,Sirius XM Holdings Inc.,11Q2,0.03,0.006,747.34,752.333,Consumer Services,Broadcasting,2011-08-02 12:00:00+00:00,Before Open
2011-08-02,09:00:00,CHTR,Charter Communications,11Q2,-0.73,0.214,1791.0,1805.167,Communication Services,Cable & Satellite,2011-08-02 13:00:00+00:00,Before Open
2011-08-02,17:05:00,VRSK,Verisk Analytics,11Q2,0.41,0.393,327.28,324.0,Industrials,Research & Consulting Services,2011-08-02 21:05:00+00:00,After Close
2011-08-03,08:00:00,CMCSA,Comcast Corp.,11Q2,0.21,0.203,14333.0,13835.545,Communication Services,Cable & Satellite,2011-08-03 12:00:00+00:00,Before Open
2011-08-03,17:00:00,TSLA,"Tesla, Inc. ",11Q2,-0.53,-0.506,58.17,48.8,Capital Goods,Auto Manufacturing,2011-08-03 21:00:00+00:00,After Close
2011-08-03,17:05:00,ATVI,Activision Blizzard,11Q2,0.1,0.052,1146.0,597.421,Communication Services,Interactive Home Entertainment,2011-08-03 21:05:00+00:00,After Close
2011-08-04,07:00:00,MDLZ,Mondelez International,11Q2,0.62,0.577,13878.0,13152.813,Consumer Staples,Packaged Foods & Meats,2011-08-04 11:00:00+00:00,Before Open
2011-08-04,08:09:00,ANSS,ANSYS,11Q2,0.62,0.563,162.26,159.167,Information Technology,Application Software,2011-08-04 12:09:00+00:00,Before Open
2011-08-04,17:00:00,MNST,Monster Beverage,11Q2,0.15,0.139,462.15,436.444,Consumer Staples,Soft Drinks,2011-08-04 21:00:00+00:00,After Close
2011-08-04,17:00:00,BKNG,Booking Holdings Inc,11Q2,5.28,4.869,1102.72,1080.333,Consumer Discretionary,Internet & Direct Marketing Retail,2011-08-04 21:00:00+00:00,After Close
2011-08-04,17:05:00,SGEN,"Seattle Genetics, Inc.",11Q2,-0.45,-0.395,13.05,10.958,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2011-08-04 21:05:00+00:00,After Close
2011-08-04,17:15:00,MCHP,Microchip Technology,11Q2,0.51,0.555,374.51,378.417,Information Technology,Semiconductors,2011-08-04 21:15:00+00:00,After Close
2011-08-08,17:05:00,TTWO,Take-Two Interactive,11Q2,-0.08,0.099,334.38,357.846,Communication Services,Interactive Home Entertainment,2011-08-08 21:05:00+00:00,After Close
2011-08-10,17:05:00,CSCO,Cisco Systems,11Q2,0.4,0.381,11195.0,10961.818,Information Technology,Communications Equipment,2011-08-10 21:05:00+00:00,After Close
2011-08-11,17:21:00,NVDA,Nvidia Corporation,11Q2,0.32,0.308,1016.52,1004.7,Information Technology,Semiconductors,2011-08-11 21:21:00+00:00,After Close
2011-08-16,17:01:00,ADI,"Analog Devices, Inc.",11Q2,0.71,0.733,757.9,780.1,Information Technology,Semiconductors,2011-08-16 21:01:00+00:00,After Close
2011-08-17,17:01:00,NTAP,NetApp,11Q2,0.55,0.555,1458.2,1511.412,Information Technology,"Technology Hardware, Storage & Peripherals",2011-08-17 21:01:00+00:00,After Close
2011-08-17,17:10:00,SNPS,Synopsys Inc.,11Q2,0.46,0.427,386.8,382.5,Information Technology,Application Software,2011-08-17 21:10:00+00:00,After Close
2011-08-18,08:31:00,DLTR,Dollar Tree,11Q2,0.39,0.379,1542.4,1549.333,Consumer Discretionary,General Merchandise Stores,2011-08-18 12:31:00+00:00,Before Open
2011-08-18,09:26:00,ROST,Ross Stores,11Q2,0.32,0.32,2089.41,2089.0,Consumer Discretionary,Apparel Retail,2011-08-18 13:26:00+00:00,Before Open
2011-08-18,17:00:00,INTU,Intuit Inc.,11Q2,0.02,0.001,593.0,581.769,Information Technology,Application Software,2011-08-18 21:00:00+00:00,After Close
2011-08-18,17:02:00,ADSK,Autodesk Inc.,11Q2,0.44,0.407,546.3,539.6,Information Technology,Application Software,2011-08-18 21:02:00+00:00,After Close
2011-08-23,17:00:00,AVGO,Broadcom Inc.,11Q2,0.68,0.665,603.0,594.444,Information Technology,Semiconductors,2011-08-23 21:00:00+00:00,After Close
2011-08-24,17:05:00,AMAT,Applied Materials Inc.,11Q2,0.35,0.334,2787.0,2674.429,Information Technology,Semiconductor Equipment,2011-08-24 21:05:00+00:00,After Close
2011-09-08,17:01:00,ULTA,Ulta Beauty,11Q2,0.38,0.322,394.57,384.333,Consumer Discretionary,Specialty Stores,2011-09-08 21:01:00+00:00,After Close
2011-09-20,17:05:00,ADBE,Adobe Systems Inc,11Q2,0.55,0.538,1013.21,1027.619,Information Technology,Application Software,2011-09-20 21:05:00+00:00,After Close
2011-09-20,20:29:00,CPRT,Copart Inc,11Q2,0.15,0.146,215.44,211.5,Industrials,Diversified Support Services,2011-09-21 00:29:00+00:00,Before Open
2011-09-22,17:07:00,CTAS,Cintas Corporation,11Q2,0.52,0.474,1017.2,963.778,Industrials,Diversified Support Services,2011-09-22 21:07:00+00:00,After Close
2011-09-27,08:30:00,WBA,Walgreens Boots Alliance,11Q2,0.57,0.551,17967.0,17908.706,Consumer Staples,Drug Retail,2011-09-27 12:30:00+00:00,Before Open
2011-09-27,17:01:00,PAYX,Paychex Inc.,11Q2,0.41,0.381,563.1,554.923,Information Technology,Data Processing & Outsourced Services,2011-09-27 21:01:00+00:00,After Close
2011-09-29,17:07:00,MU,Micron Technology,11Q3,-0.14,-0.01,2140.0,2104.818,Information Technology,Semiconductors,2011-09-29 21:07:00+00:00,After Close
2011-10-05,04:00:00,COST,Costco Wholesale Corp.,11Q3,1.08,1.092,28178.0,27918.417,Consumer Staples,Hypermarkets & Super Centers,2011-10-05 08:00:00+00:00,Before Open
2011-10-05,17:10:00,MAR,Marriott Int'l.,11Q3,0.29,0.271,2874.0,2822.938,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2011-10-05 21:10:00+00:00,After Close
2011-10-12,08:00:00,PEP,PepsiCo Inc.,11Q3,1.31,1.296,17582.0,17169.3,Consumer Staples,Soft Drinks,2011-10-12 12:00:00+00:00,Before Open
2011-10-13,08:50:00,FAST,Fastenal Co,11Q3,0.17,0.168,726.74,725.143,Industrials,Building Products,2011-10-13 12:50:00+00:00,Before Open
2011-10-13,17:01:00,GOOGL,Alphabet Inc Class A,11Q3,4.17,3.803,7510.0,7230.538,Communication Services,Interactive Media & Services,2011-10-13 21:01:00+00:00,After Close
