Date,Time,Ticker,Name,Calendar,Actual,Consensus,RevActual,RevConsensus,Sector,Industry,UTC,releasetime
2010-03-11,16:01:00,ULTA,Ulta Beauty,09Q4,0.34,0.301,396.36,391.889,Consumer Discretionary,Specialty Stores,2010-03-11 21:01:00+00:00,After Close
2010-03-18,08:30:00,ROST,Ross Stores,09Q4,0.29,0.291,1979.84,1980.0,Consumer Discretionary,Apparel Retail,2010-03-18 12:30:00+00:00,Before Open
2010-03-18,16:15:00,CTAS,Cintas Corporation,09Q4,0.32,0.298,861.81,853.286,Industrials,Diversified Support Services,2010-03-18 20:15:00+00:00,After Close
2010-03-23,07:30:00,WBA,Walgreens Boots Alliance,09Q4,0.68,0.706,16987.0,16987.222,Consumer Staples,Drug Retail,2010-03-23 11:30:00+00:00,Before Open
2010-03-23,16:05:00,ADBE,Adobe Systems Inc,09Q4,0.4,0.369,858.7,826.409,Information Technology,Application Software,2010-03-23 20:05:00+00:00,After Close
2010-03-24,16:01:00,PAYX,Paychex Inc.,09Q4,0.34,0.331,507.82,509.563,Information Technology,Data Processing & Outsourced Services,2010-03-24 20:01:00+00:00,After Close
2010-03-31,17:07:00,MU,Micron Technology,09Q4,0.39,0.247,1961.0,1819.722,Information Technology,Semiconductors,2010-03-31 21:07:00+00:00,After Close
2010-04-13,08:50:00,FAST,Fastenal Co,10Q1,0.1,0.083,520.77,511.0,Industrials,Building Products,2010-04-13 12:50:00+00:00,Before Open
2010-04-13,17:05:00,CSX,CSX Corp.,10Q1,0.26,0.232,2491.0,2386.5,Industrials,Railroads,2010-04-13 21:05:00+00:00,After Close
2010-04-13,17:15:00,INTC,Intel Corp.,10Q1,0.43,0.377,10299.0,9852.281,Information Technology,Semiconductors,2010-04-13 21:15:00+00:00,After Close
2010-04-15,17:01:00,GOOGL,Alphabet Inc Class A,10Q1,3.03,2.908,5060.0,4944.172,Communication Services,Interactive Media & Services,2010-04-15 21:01:00+00:00,After Close
2010-04-15,17:05:00,ISRG,Intuitive Surgical Inc.,10Q1,0.85,0.572,328.6,296.167,Health Care,Health Care Equipment,2010-04-15 21:05:00+00:00,After Close
2010-04-15,17:15:00,AMD,Advanced Micro Devices Inc,10Q1,0.35,-0.022,1574.0,1537.565,Information Technology,Semiconductors,2010-04-15 21:15:00+00:00,After Close
2010-04-20,08:15:00,BIIB,Biogen Inc.,10Q1,1.08,1.123,1108.86,1123.091,Health Care,Biotechnology,2010-04-20 12:15:00+00:00,Before Open
2010-04-20,09:00:00,PCAR,PACCAR Inc.,10Q1,0.19,0.152,1984.3,2004.273,Industrials,Construction Machinery & Heavy Trucks,2010-04-20 13:00:00+00:00,Before Open
2010-04-20,17:05:00,GILD,Gilead Sciences,10Q1,0.47,0.478,2085.85,2081.45,Health Care,Biotechnology,2010-04-20 21:05:00+00:00,After Close
2010-04-20,17:34:00,AAPL,Apple Inc.,10Q1,0.48,0.351,13499.0,12043.0,Information Technology,"Technology Hardware, Storage & Peripherals",2010-04-20 21:34:00+00:00,After Close
2010-04-21,12:08:00,AAL,American Airlines Group,10Q1,-1.36,-1.277,5068.0,5111.714,Industrials,Airlines,2010-04-21 16:08:00+00:00,Before Open
2010-04-21,17:00:00,QCOM,QUALCOMM Inc.,10Q1,0.59,0.57,2663.0,2630.138,Information Technology,Semiconductors,2010-04-21 21:00:00+00:00,After Close
2010-04-21,17:00:00,VRTX,Vertex Pharmaceuticals Inc,10Q1,-0.8,-0.788,22.43,30.536,Health Care,Biotechnology,2010-04-21 21:00:00+00:00,After Close
2010-04-21,17:03:00,SBUX,Starbucks Corp.,10Q1,0.14,0.125,2534.7,2408.133,Consumer Discretionary,Restaurants,2010-04-21 21:03:00+00:00,After Close
2010-04-21,17:05:00,CTXS,Citrix Systems,10Q1,0.4,0.4,414.27,409.2,Information Technology,Application Software,2010-04-21 21:05:00+00:00,After Close
2010-04-21,17:05:00,NFLX,Netflix Inc.,10Q1,0.08,0.077,493.67,493.708,Communication Services,Movies & Entertainment,2010-04-21 21:05:00+00:00,After Close
2010-04-21,17:06:00,AMGN,Amgen Inc.,10Q1,1.28,1.239,3592.0,3659.667,Health Care,Biotechnology,2010-04-21 21:06:00+00:00,After Close
2010-04-21,17:15:00,EBAY,eBay Inc.,10Q1,0.42,0.409,2196.06,2188.522,Consumer Discretionary,Internet & Direct Marketing Retail,2010-04-21 21:15:00+00:00,After Close
2010-04-21,17:19:00,LRCX,Lam Research,10Q1,0.94,0.819,632.76,623.364,Information Technology,Semiconductor Equipment,2010-04-21 21:19:00+00:00,After Close
2010-04-21,18:01:00,CSGP,"CoStar Group, Inc.",10Q1,0.15,0.138,55.09,54.714,Miscellaneous,Business Services,2010-04-21 22:01:00+00:00,After Close
2010-04-22,07:30:00,MAR,Marriott Int'l.,10Q1,0.22,0.199,2630.0,2469.3,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2010-04-22 11:30:00+00:00,Before Open
2010-04-22,07:30:00,ALXN,Alexion Pharmaceuticals,10Q1,0.19,0.164,117.58,115.929,Health Care,Biotechnology,2010-04-22 11:30:00+00:00,Before Open
2010-04-22,08:00:00,PEP,PepsiCo Inc.,10Q1,0.76,0.752,9368.0,9645.1,Consumer Staples,Soft Drinks,2010-04-22 12:00:00+00:00,Before Open
2010-04-22,08:01:00,ALGN,Align Technology,10Q1,0.2,0.13,90.09,86.811,Health Care,Health Care Supplies,2010-04-22 12:01:00+00:00,Before Open
2010-04-22,17:01:00,AMZN,Amazon.com Inc.,10Q1,0.66,0.608,7131.0,6849.731,Consumer Discretionary,Internet & Direct Marketing Retail,2010-04-22 21:01:00+00:00,After Close
2010-04-22,17:10:00,MSFT,Microsoft Corp.,10Q1,0.45,0.422,14503.0,14399.045,Information Technology,Systems Software,2010-04-22 21:10:00+00:00,After Close
2010-04-22,17:15:00,WDC,Western Digital,10Q1,1.71,1.555,2641.0,2542.737,Information Technology,"Technology Hardware, Storage & Peripherals",2010-04-22 21:15:00+00:00,After Close
2010-04-23,08:00:00,IDXX,IDEXX Laboratories,10Q1,0.28,0.248,268.52,260.0,Health Care,Health Care Equipment,2010-04-23 12:00:00+00:00,Before Open
2010-04-23,09:30:00,EXC,Exelon Corp.,10Q1,1.0,0.895,4461.0,4734.429,Utilities,Multi-Utilities,2010-04-23 13:30:00+00:00,Before Open
2010-04-26,17:32:00,TXN,Texas Instruments,10Q1,0.52,0.506,3205.0,3138.792,Information Technology,Semiconductors,2010-04-26 21:32:00+00:00,After Close
2010-04-27,08:31:00,ADP,Automatic Data Processing,10Q1,0.79,0.78,2443.2,2397.462,Information Technology,Internet Services & Infrastructure,2010-04-27 12:31:00+00:00,Before Open
2010-04-27,09:30:00,UAL,United Airlines Holdings,10Q1,-0.2,,4241.0,,Industrials,Airlines,2010-04-27 13:30:00+00:00,Before Open
2010-04-27,17:10:00,SGEN,"Seattle Genetics, Inc.",10Q1,0.11,0.051,46.46,40.856,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2010-04-27 21:10:00+00:00,After Close
2010-04-28,08:00:00,CMCSA,Comcast Corp.,10Q1,0.16,0.147,9202.0,9147.0,Communication Services,Cable & Satellite,2010-04-28 12:00:00+00:00,Before Open
2010-04-28,13:00:00,CDNS,Cadence Design Systems,10Q1,0.02,0.01,221.94,214.8,Information Technology,Application Software,2010-04-28 17:00:00+00:00,Before Open
2010-04-28,17:01:00,ILMN,Illumina Inc,10Q1,0.21,0.19,192.13,177.091,Health Care,Life Sciences Tools & Services,2010-04-28 21:01:00+00:00,After Close
2010-04-28,17:03:00,CERN,Cerner,10Q1,0.15,0.152,431.34,430.526,Health Care,Health Care Technology,2010-04-28 21:03:00+00:00,After Close
2010-04-28,17:05:00,VRSN,Verisign Inc.,10Q1,0.37,0.347,264.4,265.5,Information Technology,Internet Services & Infrastructure,2010-04-28 21:05:00+00:00,After Close
2010-04-28,17:20:00,XLNX,Xilinx,10Q1,0.54,0.442,529.02,523.0,Information Technology,Semiconductors,2010-04-28 21:20:00+00:00,After Close
2010-04-28,19:30:00,ORLY,O'Reilly Automotive,10Q1,0.7,0.588,1280.07,1231.35,Consumer Discretionary,Specialty Stores,2010-04-28 23:30:00+00:00,After Close
2010-04-29,08:00:00,REGN,Regeneron Pharmaceuticals,10Q1,-0.38,-0.491,103.53,99.043,Health Care,Biotechnology,2010-04-29 12:00:00+00:00,Before Open
2010-04-29,08:00:00,XEL,Xcel Energy Inc,10Q1,0.42,0.407,2807.46,2772.75,Utilities,Multi-Utilities,2010-04-29 12:00:00+00:00,Before Open
2010-04-29,17:00:00,BMRN,BioMarin Pharmaceutical Inc.,10Q1,0.01,0.004,84.95,89.569,Health Care,Major Pharmaceuticals,2010-04-29 21:00:00+00:00,After Close
2010-04-29,17:00:00,EXPE,Expedia Group,10Q1,0.52,0.447,717.92,723.929,Consumer Discretionary,Internet & Direct Marketing Retail,2010-04-29 21:00:00+00:00,After Close
2010-04-29,17:01:00,MXIM,Maxim Integrated Products Inc,10Q1,0.27,0.266,508.88,513.0,Information Technology,Semiconductors,2010-04-29 21:01:00+00:00,After Close
2010-04-29,17:15:00,KLAC,KLA Corporation,10Q1,0.41,0.349,478.3,472.714,Information Technology,Semiconductor Equipment,2010-04-29 21:15:00+00:00,After Close
2010-04-29,17:15:00,FISV,Fiserv Inc,10Q1,0.24,0.241,1008.0,1020.313,Information Technology,Data Processing & Outsourced Services,2010-04-29 21:15:00+00:00,After Close
2010-04-29,17:30:00,SWKS,Skyworks Solutions,10Q1,0.24,0.221,238.06,231.706,Information Technology,Semiconductors,2010-04-29 21:30:00+00:00,After Close
2010-05-04,07:00:00,CTSH,Cognizant Technology Solutions,10Q1,0.25,0.251,959.72,940.412,Information Technology,IT Consulting & Other Services,2010-05-04 11:00:00+00:00,Before Open
2010-05-04,08:00:00,SIRI,Sirius XM Holdings Inc.,10Q1,0.01,0.0,670.56,676.833,Consumer Services,Broadcasting,2010-05-04 12:00:00+00:00,Before Open
2010-05-05,17:30:00,MCHP,Microchip Technology,10Q1,0.41,0.398,278.02,269.833,Information Technology,Semiconductors,2010-05-05 21:30:00+00:00,After Close
2010-05-06,07:00:00,TMUS,T-Mobile US,10Q1,0.12,0.111,970.5,945.158,Communication Services,Wireless Telecommunication Services,2010-05-06 11:00:00+00:00,Before Open
2010-05-06,07:00:00,VRSK,Verisk Analytics,10Q1,0.26,,245.75,,Industrials,Research & Consulting Services,2010-05-06 11:00:00+00:00,Before Open
2010-05-06,07:50:00,INCY,Incyte,10Q1,-0.27,-0.317,17.29,15.975,Health Care,Biotechnology,2010-05-06 11:50:00+00:00,Before Open
2010-05-06,08:00:00,KHC,Kraft Heinz Co,10Q1,,,,,Consumer Staples,Packaged Foods & Meats,2010-05-06 12:00:00+00:00,Before Open
2010-05-06,08:09:00,ANSS,ANSYS,10Q1,0.47,0.425,136.05,130.1,Information Technology,Application Software,2010-05-06 12:09:00+00:00,Before Open
2010-05-06,09:00:00,CHTR,Charter Communications,10Q1,0.25,,1735.0,,Communication Services,Cable & Satellite,2010-05-06 13:00:00+00:00,Before Open
2010-05-06,17:10:00,ATVI,Activision Blizzard,10Q1,0.09,0.036,1308.0,549.476,Communication Services,Interactive Home Entertainment,2010-05-06 21:10:00+00:00,After Close
2010-05-06,17:11:00,MDLZ,Mondelez International,10Q1,0.49,0.446,11318.0,10930.5,Consumer Staples,Packaged Foods & Meats,2010-05-06 21:11:00+00:00,After Close
2010-05-06,17:17:00,MNST,Monster Beverage,10Q1,0.06,0.077,238.11,257.0,Consumer Staples,Soft Drinks,2010-05-06 21:17:00+00:00,After Close
2010-05-06,17:45:00,VRSK,Verisk Analytics,10Q1,0.3,0.313,276.15,273.143,Industrials,Research & Consulting Services,2010-05-06 21:45:00+00:00,After Close
2010-05-10,17:07:00,BKNG,Booking Holdings Inc,10Q1,1.48,1.667,584.39,595.929,Consumer Discretionary,Internet & Direct Marketing Retail,2010-05-10 21:07:00+00:00,After Close
2010-05-11,17:01:00,EA,Electronic Arts,10Q1,-0.02,0.051,850.0,837.833,Communication Services,Interactive Home Entertainment,2010-05-11 21:01:00+00:00,After Close
2010-05-12,17:05:00,CSCO,Cisco Systems,10Q1,0.42,0.388,10368.0,10238.423,Information Technology,Communications Equipment,2010-05-12 21:05:00+00:00,After Close
2010-05-13,17:20:00,NVDA,Nvidia Corporation,10Q1,0.23,0.209,1001.81,987.857,Information Technology,Semiconductors,2010-05-13 21:20:00+00:00,After Close
2010-05-18,17:06:00,ADI,"Analog Devices, Inc.",10Q1,0.55,0.503,668.24,644.25,Information Technology,Semiconductors,2010-05-18 21:06:00+00:00,After Close
2010-05-19,17:03:00,AMAT,Applied Materials Inc.,10Q1,0.22,0.214,2295.54,2254.769,Information Technology,Semiconductor Equipment,2010-05-19 21:03:00+00:00,After Close
2010-05-19,17:03:00,ADSK,Autodesk Inc.,10Q1,0.29,0.225,474.6,438.571,Information Technology,Application Software,2010-05-19 21:03:00+00:00,After Close
2010-05-19,17:15:00,SNPS,Synopsys Inc.,10Q1,0.41,0.393,338.11,334.75,Information Technology,Application Software,2010-05-19 21:15:00+00:00,After Close
2010-05-20,08:32:00,DLTR,Dollar Tree,10Q1,0.31,0.282,1352.6,1314.389,Consumer Discretionary,General Merchandise Stores,2010-05-20 12:32:00+00:00,Before Open
2010-05-20,09:30:00,ROST,Ross Stores,10Q1,0.29,0.29,1934.78,1935.0,Consumer Discretionary,Apparel Retail,2010-05-20 13:30:00+00:00,Before Open
2010-05-20,17:00:00,INTU,Intuit Inc.,10Q1,1.89,1.815,1607.0,1551.533,Information Technology,Application Software,2010-05-20 21:00:00+00:00,After Close
2010-05-26,17:01:00,NTAP,NetApp,10Q1,0.5,0.434,1171.8,1084.032,Information Technology,"Technology Hardware, Storage & Peripherals",2010-05-26 21:01:00+00:00,After Close
2010-05-26,17:01:00,AVGO,Broadcom Inc.,10Q1,0.47,0.426,515.0,510.8,Information Technology,Semiconductors,2010-05-26 21:01:00+00:00,After Close
2010-05-27,04:01:00,COST,Costco Wholesale Corp.,10Q1,0.66,0.66,17780.0,17627.706,Consumer Staples,Hypermarkets & Super Centers,2010-05-27 08:01:00+00:00,Before Open
2010-06-02,19:07:00,CPRT,Copart Inc,10Q1,0.13,0.124,220.35,208.6,Industrials,Diversified Support Services,2010-06-02 23:07:00+00:00,After Close
2010-06-03,17:01:00,ULTA,Ulta Beauty,10Q1,0.23,0.184,320.2,315.333,Consumer Discretionary,Specialty Stores,2010-06-03 21:01:00+00:00,After Close
2010-06-08,17:00:00,TTWO,Take-Two Interactive,10Q1,0.26,0.266,268.0,282.353,Communication Services,Interactive Home Entertainment,2010-06-08 21:00:00+00:00,After Close
2010-06-22,08:30:00,WBA,Walgreens Boots Alliance,10Q1,0.53,0.575,17199.0,17120.875,Consumer Staples,Drug Retail,2010-06-22 12:30:00+00:00,Before Open
