Date,FB,AAPL,AMZN,NFLX,GOOGL,TSLA,NVDA,BABA,BIDU,TWTR
2017-01-25,131.48,121.88,836.52,139.52,858.45,254.47,107.79,104.06,176.61,16.73
2017-01-26,132.78,121.94,839.15,138.96,856.98,252.51,109.65,102.75,174.95,16.81
2017-01-27,132.18,121.95,835.77,142.45,845.03,252.95,111.77,102.07,174.1,16.57
2017-01-30,130.98,121.63,830.38,141.22,823.83,250.63,110.02,101.02,174.72,16.94
2017-01-31,130.32,121.35,823.48,140.71,820.19,251.93,109.18,101.31,175.07,17.62
2017-02-01,133.23,128.75,832.35,140.78,815.24,249.24,113.95,101.57,173.82,17.24
2017-02-02,130.84,128.53,839.95,139.2,818.26,251.55,115.39,100.84,173.4,17.78
2017-02-03,130.98,129.08,810.2,140.25,820.13,251.33,114.38,100.39,175.17,17.61
2017-02-06,132.06,130.29,807.64,140.97,821.62,257.77,117.31,100.9,177.81,17.93
2017-02-07,131.84,131.53,812.5,144.0,829.23,257.48,119.13,100.83,178.17,18.26
2017-02-08,134.2,132.04,819.71,144.74,829.88,262.08,118.61,103.57,181.5,18.72
2017-02-09,134.14,132.42,821.36,144.14,830.06,269.2,116.38,103.34,181.5,16.41
2017-02-10,134.19,132.12,827.46,144.82,834.85,269.23,113.62,102.36,183.99,15.58
2017-02-13,134.05,133.29,836.53,143.2,838.96,280.6,108.38,103.1,184.31,15.81
2017-02-14,133.85,135.02,836.39,140.82,840.03,280.98,108.78,101.59,182.77,16.52
2017-02-15,133.44,135.51,842.7,142.27,837.32,279.76,109.0,101.55,183.58,16.74
2017-02-16,133.84,135.35,844.14,142.01,842.17,268.95,107.25,100.82,184.94,16.35
2017-02-17,133.53,135.72,845.07,142.22,846.55,272.23,107.23,100.52,185.17,16.62
2017-02-21,133.72,136.7,856.44,142.6,849.27,277.39,111.07,102.12,185.62,16.42
2017-02-22,136.12,137.11,855.61,143.86,851.36,273.51,110.76,104.2,186.01,16.08
2017-02-23,135.36,136.53,852.19,142.78,851.0,255.99,100.49,102.46,184.64,16.03
2017-02-24,135.44,136.66,845.24,143.25,847.81,257.0,101.46,102.95,175.17,15.98
2017-02-27,136.41,136.93,848.64,143.41,849.67,246.23,104.41,103.6,172.97,16.06
2017-02-28,135.54,136.99,845.04,142.13,844.93,249.99,101.48,102.9,174.13,15.77
2017-03-01,137.42,139.79,853.08,142.65,856.75,250.02,102.79,104.04,175.33,15.79
2017-03-02,136.76,138.96,848.91,139.53,849.85,250.48,99.0,103.19,174.48,15.79
2017-03-03,137.17,139.78,849.88,139.14,849.08,251.57,98.43,103.31,173.79,15.75
2017-03-06,137.42,139.34,846.61,141.94,847.27,251.21,97.67,102.31,173.3,15.56
2017-03-07,137.3,139.52,846.02,141.43,851.15,248.59,98.74,102.63,173.74,15.18
2017-03-08,137.72,139.0,850.5,140.32,853.64,246.87,98.56,103.22,173.87,15.24
2017-03-09,138.24,138.68,853.0,140.53,857.84,244.9,98.54,103.24,173.32,15.22
2017-03-10,138.79,139.14,852.46,140.89,861.41,243.69,99.12,103.39,172.74,15.12
2017-03-13,139.6,139.2,854.59,143.52,864.58,246.17,101.85,105.18,173.25,15.21
2017-03-14,139.32,138.99,852.53,143.19,865.91,258.0,101.78,104.25,172.84,15.32
2017-03-15,139.72,140.46,852.97,145.25,868.39,255.73,102.55,103.69,172.04,15.03
2017-03-16,139.99,140.69,853.42,144.39,870.0,262.05,103.81,105.63,176.57,15.19
2017-03-17,139.84,139.99,852.31,145.11,872.37,261.5,106.07,105.61,176.62,15.08
2017-03-20,139.94,141.46,856.97,145.83,867.91,261.92,109.45,107.25,176.13,15.09
2017-03-21,138.51,139.84,843.2,142.42,850.14,250.68,105.91,105.09,171.4,14.54
2017-03-22,139.59,141.42,848.06,142.65,849.8,255.01,108.07,106.09,169.56,14.98
2017-03-23,139.53,140.92,847.38,141.84,839.65,254.78,107.09,108.25,169.61,14.93
2017-03-24,140.34,140.64,845.61,142.02,835.14,263.16,107.47,108.04,168.26,15.14
2017-03-27,140.32,140.88,846.82,144.06,838.51,270.22,108.25,108.08,168.93,14.99
2017-03-28,141.76,143.8,856.0,145.17,840.63,277.45,107.69,107.8,169.79,14.94
2017-03-29,142.65,144.12,874.32,146.47,849.87,277.38,107.34,109.51,170.66,15.04
2017-03-30,142.41,143.93,876.34,148.06,849.48,277.92,109.4,108.85,172.36,14.92
2017-03-31,142.05,143.66,886.54,147.81,847.8,278.3,108.93,107.83,172.52,14.95
2017-04-03,142.28,143.7,891.51,146.92,856.75,298.52,108.38,108.09,175.0,14.84
2017-04-04,141.73,144.77,906.83,145.5,852.57,303.7,100.78,107.52,175.2,14.69
2017-04-05,141.85,144.02,909.28,143.62,848.91,295.0,100.03,107.44,172.92,14.53
2017-04-06,141.17,143.66,898.28,143.74,845.1,298.7,100.76,108.04,173.38,14.39
2017-04-07,140.78,143.34,894.88,143.11,842.1,302.54,100.33,108.99,172.44,14.29
2017-04-10,141.04,143.17,907.04,143.85,841.7,312.39,97.77,111.7,174.22,14.36
2017-04-11,139.92,141.63,902.36,144.35,839.88,308.71,98.12,110.44,173.01,14.31
2017-04-12,139.58,141.8,896.23,143.83,841.46,296.84,97.31,110.63,173.61,14.42
2017-04-13,139.39,141.05,884.67,142.92,840.18,304.0,95.49,110.21,172.61,14.3
2017-04-17,141.42,141.83,901.99,147.25,855.13,301.44,99.23,111.76,173.31,14.4
2017-04-18,140.96,141.2,903.78,143.36,853.99,300.25,99.29,111.23,174.47,14.44
2017-04-19,142.27,140.68,899.2,139.76,856.51,305.52,99.68,110.76,177.81,14.54
2017-04-20,143.8,142.44,902.06,141.18,860.08,302.51,101.26,112.96,178.64,14.65
2017-04-21,143.68,142.27,898.53,142.87,858.95,305.6,101.68,113.11,178.08,14.63
2017-04-24,145.47,143.64,907.41,143.83,878.93,308.03,102.95,114.86,180.03,14.71
2017-04-25,146.49,144.53,907.62,152.16,888.84,313.79,104.74,115.48,186.99,14.66
2017-04-26,146.56,143.68,909.29,150.17,889.14,310.17,104.02,114.97,186.67,15.82
2017-04-27,147.7,143.79,918.38,153.08,891.44,308.63,105.64,115.43,187.86,16.61
2017-04-28,150.25,143.65,924.99,152.2,924.52,314.07,104.3,115.5,180.23,16.48
2017-05-01,152.46,146.58,948.23,155.35,932.82,322.83,106.64,116.68,180.06,17.54
2017-05-02,152.78,147.51,946.94,156.45,937.09,318.89,103.48,118.09,178.64,18.24
2017-05-03,151.8,147.06,941.03,155.59,948.45,311.02,104.25,116.57,177.4,18.57
2017-05-04,150.85,146.53,937.53,157.25,954.72,295.46,103.85,115.86,176.71,18.48
2017-05-05,150.24,148.96,934.15,156.6,950.28,308.35,103.86,116.04,178.03,18.69
2017-05-08,151.06,153.01,949.04,156.38,958.69,307.19,102.77,116.86,177.47,18.31
2017-05-09,150.48,153.99,952.82,157.46,956.71,321.26,102.94,120.0,182.98,18.37
2017-05-10,150.29,153.26,948.95,160.28,954.84,325.22,121.29,119.98,183.57,18.54
2017-05-11,150.04,153.95,947.62,158.54,955.89,323.1,126.5,120.16,186.6,18.39
2017-05-12,150.33,156.1,961.35,160.81,955.14,324.81,127.89,120.34,186.83,18.61
2017-05-15,150.19,155.7,957.97,160.02,959.22,315.88,134.31,121.4,186.14,19.23
2017-05-16,149.78,155.47,966.07,159.41,964.61,317.01,136.81,124.02,190.64,19.49
2017-05-17,144.85,150.25,944.76,153.2,942.17,306.11,127.72,120.72,186.05,18.28
2017-05-18,147.66,152.54,958.49,155.7,950.5,313.06,133.07,121.27,182.43,18.51
2017-05-19,148.06,153.06,959.84,157.02,954.65,310.83,136.0,123.22,188.76,18.35
2017-05-22,148.24,153.99,970.67,157.16,964.07,310.35,138.9,124.75,191.69,18.43
2017-05-23,148.07,153.8,971.54,157.95,970.55,303.86,137.03,122.93,191.8,18.15
2017-05-24,150.04,153.34,980.35,157.75,977.61,310.22,138.57,122.81,190.63,17.98
2017-05-25,151.96,153.87,993.38,163.05,991.86,316.83,138.26,123.63,191.95,17.95
2017-05-26,152.13,153.61,995.78,162.43,993.27,325.14,141.84,123.99,190.39,18.23
2017-05-30,152.38,153.67,996.7,163.22,996.17,335.1,144.87,123.91,189.88,18.43
2017-05-31,151.46,152.76,994.62,163.07,987.09,341.01,144.35,122.46,186.1,18.32
2017-06-01,151.53,153.18,995.95,162.99,988.29,340.37,144.36,123.97,187.26,18.53
2017-06-02,153.61,155.45,1006.73,165.18,996.12,339.85,143.64,124.13,187.6,18.31
2017-06-05,153.63,153.93,1011.34,165.06,1003.88,347.32,148.01,125.37,187.31,18.23
2017-06-06,152.81,154.45,1003.0,165.17,996.68,352.85,147.34,124.62,185.75,17.57
2017-06-07,153.12,155.37,1010.07,165.61,1001.5,359.65,149.12,125.64,187.53,17.44
2017-06-08,154.71,154.99,1010.27,165.88,1004.28,370.0,159.94,142.34,185.75,17.59
2017-06-09,149.6,148.98,978.31,158.03,970.12,357.32,149.6,139.44,181.07,16.9
2017-06-12,148.44,145.42,964.91,151.44,961.81,359.01,149.97,139.08,180.06,17.04
2017-06-13,150.68,146.59,980.79,152.72,970.5,375.95,151.4,136.6,179.19,16.97
2017-06-14,150.25,145.16,976.47,152.2,967.93,380.66,151.72,136.67,178.2,16.76
2017-06-15,149.8,144.29,964.17,151.76,960.18,375.34,152.37,135.08,176.33,16.83
2017-06-16,150.64,142.27,987.71,152.38,958.62,371.4,151.62,134.87,173.88,16.67
2017-06-19,152.87,146.34,995.17,153.4,975.22,369.8,157.32,139.47,176.93,17.06
2017-06-20,152.25,145.01,992.59,152.05,968.99,372.24,157.09,138.38,177.85,16.91
2017-06-21,153.91,145.87,1002.23,155.03,978.59,376.4,159.47,143.29,180.17,17.78
2017-06-22,153.4,145.63,1001.3,154.89,976.62,382.61,158.37,142.27,179.33,18.15
2017-06-23,155.07,146.28,1003.74,158.02,986.09,383.45,153.83,143.01,178.14,18.5
2017-06-26,153.59,145.82,993.98,157.5,972.09,377.49,152.15,142.73,178.46,18.29
2017-06-27,150.58,143.73,976.78,151.03,948.09,362.37,146.58,141.53,175.6,18.12
2017-06-28,153.24,145.83,990.33,153.41,961.01,371.24,151.75,143.95,178.0,17.95
2017-06-29,151.04,143.68,975.93,150.09,937.82,360.75,146.68,140.81,179.63,17.65
2017-06-30,150.98,144.02,968.0,149.41,929.68,361.61,144.56,140.9,178.86,17.87
2017-07-03,148.43,143.5,953.66,146.17,919.46,352.62,139.33,140.99,179.97,17.65
2017-07-05,150.34,144.09,971.4,147.61,932.26,327.09,143.05,144.87,183.83,17.82
2017-07-06,148.82,142.73,965.14,146.25,927.69,308.83,143.48,142.2,181.79,17.92
2017-07-07,151.44,144.18,978.76,150.18,940.81,313.22,146.76,142.43,181.4,18.02
2017-07-10,153.5,145.06,996.47,152.67,951.0,316.05,153.7,143.81,182.93,18.08
2017-07-11,155.27,145.53,994.13,154.33,953.53,327.22,155.88,145.81,184.41,18.64
2017-07-12,158.9,145.74,1006.51,158.75,967.66,329.52,162.51,149.0,186.76,19.25
2017-07-13,159.26,147.77,1000.63,158.21,968.85,323.41,160.63,149.52,186.92,19.32
2017-07-14,159.97,149.04,1001.81,161.12,976.91,327.78,164.95,151.83,188.55,19.64
2017-07-17,159.73,149.56,1010.04,161.7,975.96,319.57,164.25,151.23,188.23,19.94
2017-07-18,162.86,150.08,1024.45,183.6,986.95,328.24,165.96,153.75,189.51,19.98
2017-07-19,164.14,151.02,1026.87,183.86,992.77,325.26,165.1,153.15,190.91,20.12
2017-07-20,164.53,150.34,1028.7,183.6,992.19,329.92,167.5,152.11,191.32,20.53
2017-07-21,164.43,150.27,1025.67,188.54,993.84,328.4,168.1,151.89,193.18,20.11
2017-07-24,166.0,152.09,1038.95,187.91,998.31,342.52,166.15,152.26,198.65,20.0
2017-07-25,165.28,152.74,1039.87,186.97,969.03,339.6,165.35,152.44,197.05,19.97
2017-07-26,165.61,153.46,1052.8,189.08,965.31,343.85,167.26,155.79,201.17,19.61
2017-07-27,170.44,150.56,1046.0,182.68,952.51,334.46,161.74,154.15,201.0,16.84
2017-07-28,172.45,149.5,1020.04,184.04,958.33,335.07,164.39,157.56,220.0,16.75
2017-07-31,169.25,148.73,987.78,181.66,945.5,323.47,162.51,154.95,226.35,16.09
2017-08-01,169.86,150.05,996.19,182.03,946.56,319.57,164.49,154.73,225.6,16.21
2017-08-02,169.3,157.14,995.89,180.74,947.64,325.89,164.39,151.91,221.96,16.07
2017-08-03,168.59,155.57,986.92,179.23,940.3,347.09,166.48,153.32,227.39,16.18
2017-08-04,169.62,156.39,987.58,180.27,945.79,356.91,167.21,153.33,226.05,16.29
2017-08-07,171.98,158.81,992.27,181.33,945.75,355.17,172.35,158.84,227.16,16.4
2017-08-08,171.23,160.08,989.84,178.36,944.19,365.22,170.3,157.5,229.45,16.15
2017-08-09,171.18,161.06,982.01,175.78,940.08,363.53,172.11,157.49,230.3,16.14
2017-08-10,167.4,155.32,956.92,169.14,923.59,355.4,164.74,151.77,222.57,15.75
2017-08-11,168.08,157.48,967.99,171.4,930.09,357.87,155.96,151.7,223.49,15.92
2017-08-14,170.75,159.85,983.3,171.0,938.93,363.8,168.4,154.61,223.69,16.09
2017-08-15,171.0,161.6,982.74,168.5,938.08,362.33,166.98,157.75,225.33,15.95
2017-08-16,170.0,160.95,978.18,169.98,944.27,362.91,165.15,159.5,226.14,16.16
2017-08-17,166.91,157.86,960.57,166.09,927.66,351.92,161.47,163.92,221.05,15.87
2017-08-18,167.41,157.5,958.47,166.54,926.18,347.46,161.5,167.5,220.69,15.99
2017-08-21,167.78,157.21,953.29,166.76,920.87,337.86,159.15,169.25,222.48,16.11
2017-08-22,169.64,159.78,966.9,169.34,940.4,341.35,162.55,174.46,226.11,16.63
2017-08-23,168.71,159.98,958.0,169.06,942.58,352.77,165.8,175.8,224.99,16.96
2017-08-24,167.74,159.27,952.45,168.13,936.89,352.93,165.19,175.0,224.86,16.89
2017-08-25,166.32,159.86,945.26,165.95,930.5,348.05,163.81,171.74,225.55,16.65
2017-08-28,167.24,161.47,946.02,167.12,928.13,345.66,164.97,168.3,219.99,16.77
2017-08-29,168.05,162.91,954.06,168.81,935.75,347.36,164.7,167.41,220.69,16.93
2017-08-30,169.92,163.35,967.59,174.69,943.63,353.18,165.68,171.25,223.88,16.93
2017-08-31,171.97,164.0,980.6,174.71,955.24,355.9,169.44,171.74,228.05,16.91
2017-09-01,172.02,164.05,978.25,174.74,951.99,355.4,170.46,171.04,232.64,16.86
2017-09-05,170.72,162.08,965.27,174.52,941.48,349.59,165.91,169.92,225.3,16.65
2017-09-06,172.09,161.91,967.8,179.25,942.02,344.53,165.81,168.14,226.97,16.83
2017-09-07,173.21,161.26,979.47,179.0,949.89,350.61,166.58,170.48,233.18,17.22
2017-09-08,170.95,158.63,965.9,176.42,941.41,343.4,163.69,169.0,229.23,17.45
2017-09-11,173.51,161.5,977.96,181.74,943.29,363.69,169.0,174.06,233.5,17.66
2017-09-12,172.96,160.86,982.58,185.15,946.65,362.75,169.61,175.31,237.6,18.17
2017-09-13,173.05,159.65,999.6,183.64,950.44,366.23,170.37,178.97,236.41,18.2
2017-09-14,170.96,158.28,992.21,182.63,940.13,377.64,169.4,177.1,237.33,18.21
2017-09-15,171.64,159.88,986.79,182.35,935.29,379.81,180.11,176.7,235.21,18.01
2017-09-18,170.01,158.67,974.19,184.62,929.75,385.0,187.55,179.98,239.07,17.6
2017-09-19,172.52,158.73,969.86,185.68,936.86,375.1,187.35,180.07,237.85,17.76
2017-09-20,172.17,156.07,973.21,185.51,947.54,373.91,185.84,177.95,237.96,17.62
2017-09-21,171.11,153.39,964.65,188.78,947.55,366.48,180.76,177.39,238.92,17.58
2017-09-22,170.54,151.89,955.1,187.35,943.26,351.09,179.0,178.14,240.57,17.61
2017-09-25,162.87,150.55,939.79,178.55,934.28,344.99,171.0,169.59,234.49,16.98
2017-09-26,164.21,153.14,938.6,179.38,937.43,345.25,171.96,167.02,236.19,16.59
2017-09-27,167.68,154.23,950.87,181.97,959.9,340.97,175.73,170.99,239.82,16.95
2017-09-28,168.73,153.28,956.4,180.7,964.81,339.6,175.68,170.24,241.28,16.85
2017-09-29,170.87,154.12,961.35,181.35,973.72,341.1,178.77,172.71,247.69,16.87
2017-10-02,169.47,153.81,959.19,177.01,967.47,341.53,179.0,173.61,248.67,17.09
2017-10-03,169.96,154.48,957.1,179.19,972.08,348.14,179.37,178.56,247.0,17.59
2017-10-04,168.42,153.48,965.45,184.45,966.78,355.01,180.87,178.71,243.97,17.75
2017-10-05,171.24,155.39,980.85,194.39,985.19,355.33,180.77,178.89,245.27,18.25
2017-10-06,172.23,155.3,989.58,198.02,993.64,356.88,181.3,179.2,247.69,17.85
2017-10-09,172.5,155.84,990.99,196.87,992.31,342.94,185.39,182.09,252.22,17.67
2017-10-10,171.59,155.9,987.2,195.08,987.8,355.59,188.93,183.12,262.41,17.41
2017-10-11,172.74,156.55,995.0,194.95,1005.65,354.6,190.94,184.69,260.32,17.73
2017-10-12,172.55,156.0,1000.93,195.86,1005.65,355.68,191.03,180.53,259.33,18.45
2017-10-13,173.74,156.99,1002.94,199.49,1007.87,355.57,194.59,178.45,262.68,18.63
2017-10-16,174.52,159.88,1006.34,202.68,1009.35,350.6,197.93,179.56,272.82,18.33
2017-10-17,176.11,160.47,1009.13,199.48,1011.0,355.75,197.75,175.32,270.32,18.28
2017-10-18,176.03,159.76,997.0,195.54,1012.74,359.65,197.58,179.61,268.97,18.02
2017-10-19,174.56,155.98,986.61,195.13,1001.84,351.81,197.8,177.93,264.52,17.89
2017-10-20,174.98,156.25,982.91,194.16,1005.07,345.1,196.9,177.32,264.9,17.87
2017-10-23,171.27,156.17,966.3,192.47,985.54,337.02,196.62,173.13,266.13,17.37
2017-10-24,171.8,157.1,975.9,196.02,988.49,337.34,198.68,173.7,264.0,17.25
2017-10-25,170.6,156.41,972.91,193.77,991.46,325.84,193.66,170.22,263.04,17.14
2017-10-26,170.63,157.41,972.43,195.21,991.42,326.17,195.69,170.32,260.62,20.31
2017-10-27,177.88,163.05,1100.95,199.54,1033.67,320.87,201.86,176.15,239.37,21.68
2017-10-30,179.87,166.72,1110.85,198.37,1033.13,320.08,203.84,181.58,236.42,21.25
2017-10-31,180.06,169.04,1105.28,196.43,1033.04,331.53,206.81,184.89,243.94,20.62
2017-11-01,182.66,166.89,1103.68,198.0,1042.6,321.08,207.2,186.08,245.43,20.61
2017-11-02,178.92,168.11,1094.22,199.32,1042.97,299.26,205.94,184.81,242.09,19.71
2017-11-03,178.92,172.5,1111.6,200.01,1049.99,306.09,208.69,183.21,241.54,19.9
2017-11-06,180.17,174.25,1120.66,200.13,1042.68,302.78,209.63,187.84,244.53,19.39
2017-11-07,180.25,174.81,1123.17,195.89,1052.39,306.05,212.03,188.51,243.47,19.66
2017-11-08,179.56,176.24,1132.88,196.44,1058.29,304.39,209.16,185.9,241.18,19.59
2017-11-09,179.3,175.88,1129.13,193.9,1047.72,302.99,205.32,185.13,240.06,19.9
2017-11-10,178.46,174.67,1125.35,192.02,1044.15,302.99,216.14,186.41,237.4,20.32
2017-11-13,178.77,173.97,1129.17,195.08,1041.2,315.4,212.63,184.54,237.37,20.17
2017-11-14,178.07,171.34,1136.84,195.71,1041.64,308.7,214.18,181.79,234.92,20.05
2017-11-15,177.95,169.08,1126.69,192.12,1036.41,311.3,209.98,181.48,234.21,19.91
2017-11-16,179.59,171.1,1137.29,195.51,1048.47,312.5,211.61,185.43,239.32,20.36
2017-11-17,179.0,170.15,1129.88,193.2,1035.89,315.05,211.36,185.13,239.27,20.76
2017-11-20,178.74,169.98,1126.31,194.1,1034.66,308.74,214.08,188.0,238.54,21.13
2017-11-21,181.86,173.14,1139.49,196.23,1050.3,317.81,216.05,190.9,244.3,21.88
2017-11-22,180.87,174.96,1156.16,196.32,1051.92,312.6,214.93,189.84,249.65,22.27
2017-11-24,182.78,174.97,1186.0,195.75,1056.52,315.55,216.96,191.19,249.42,22.42
2017-11-27,183.03,174.09,1195.83,195.05,1072.01,316.81,214.14,188.03,247.02,21.82
2017-11-28,182.42,173.07,1193.6,199.18,1063.29,317.55,210.71,186.69,244.03,21.83
2017-11-29,175.13,169.48,1161.27,188.15,1037.38,307.54,196.42,179.91,235.49,20.79
2017-11-30,177.18,171.85,1176.75,187.58,1036.17,308.85,200.71,177.08,238.58,20.58
2017-12-01,175.1,171.05,1162.35,186.82,1025.07,306.53,197.68,174.61,235.07,20.71
2017-12-04,171.47,169.8,1133.95,184.04,1011.87,305.2,186.66,169.58,229.66,20.4
2017-12-05,172.83,169.64,1141.57,184.21,1019.6,303.7,187.74,168.96,231.75,20.77
2017-12-06,176.06,169.01,1152.35,185.3,1032.72,313.26,189.26,172.63,231.15,21.09
2017-12-07,180.14,169.32,1159.79,185.2,1044.57,311.24,191.99,174.47,233.01,21.01
2017-12-08,179.0,169.37,1162.0,188.54,1049.38,315.13,191.49,177.62,234.59,21.1
2017-12-11,179.04,172.67,1168.92,186.22,1051.97,328.91,194.66,179.29,233.54,22.05
2017-12-12,176.96,171.7,1165.08,185.73,1048.77,341.03,190.84,174.64,232.73,21.65
2017-12-13,178.3,172.27,1164.13,187.86,1051.39,339.03,186.18,176.47,233.24,21.66
2017-12-14,178.39,172.22,1174.26,189.56,1057.47,337.89,186.47,171.75,231.82,22.58
2017-12-15,180.18,173.97,1179.14,190.12,1072.0,343.45,191.56,173.55,233.48,22.23
2017-12-18,180.82,176.42,1190.58,190.42,1085.09,338.87,197.9,173.37,240.93,24.68
2017-12-19,179.51,174.54,1187.38,187.02,1079.78,331.1,196.11,171.28,235.62,25.08
2017-12-20,177.89,174.35,1177.62,188.82,1073.56,328.98,196.8,172.64,233.37,25.2
2017-12-21,177.45,175.01,1174.76,188.62,1070.85,331.66,195.89,175.32,239.49,25.05
2017-12-22,177.2,175.01,1168.36,189.94,1068.86,325.2,195.27,176.29,239.05,24.46
2017-12-26,175.99,170.57,1176.76,187.76,1065.85,317.29,197.44,172.33,237.83,24.26
2017-12-27,177.62,170.6,1182.26,186.24,1060.2,311.64,197.17,172.97,237.71,24.23
2017-12-28,177.92,171.08,1186.1,192.71,1055.95,315.36,197.4,172.3,234.74,24.31
2017-12-29,176.46,169.23,1169.47,191.96,1053.4,311.35,193.5,172.43,234.21,24.01
2018-01-02,181.42,172.26,1189.01,201.07,1073.21,320.53,199.35,183.65,242.4,24.51
2018-01-03,184.67,172.23,1204.2,205.05,1091.52,317.25,212.47,184.0,245.55,24.45
2018-01-04,184.33,173.03,1209.59,205.63,1095.76,314.62,213.59,185.71,245.73,23.99
2018-01-05,186.85,175.0,1229.14,209.99,1110.29,316.58,215.4,190.7,245.14,24.32
2018-01-08,188.28,174.35,1246.87,212.05,1114.21,336.41,222.0,190.33,250.82,24.59
2018-01-09,187.87,174.33,1252.7,209.31,1112.79,333.69,221.94,190.8,254.73,24.17
2018-01-10,187.84,174.29,1254.33,212.52,1110.14,334.8,223.68,189.79,248.95,24.25
2018-01-11,187.77,175.28,1276.68,217.24,1112.05,337.95,224.08,188.75,250.22,24.35
2018-01-12,179.37,177.09,1305.2,221.23,1130.65,336.22,222.98,187.79,253.04,25.41
2018-01-16,178.39,176.19,1304.86,221.53,1130.7,340.06,220.11,182.4,257.78,24.66
2018-01-17,177.6,179.1,1295.0,217.5,1139.1,347.16,224.72,183.83,255.49,24.56
2018-01-18,179.8,179.26,1293.32,220.33,1135.97,344.57,224.44,184.4,254.96,24.04
2018-01-19,181.29,178.46,1294.58,220.46,1143.5,350.02,230.11,184.05,255.98,23.66
2018-01-22,185.37,177.0,1327.31,227.58,1164.16,351.56,233.69,184.02,254.34,23.32
2018-01-23,189.35,177.04,1362.54,250.29,1176.17,352.79,238.91,192.28,257.35,22.75
2018-01-24,186.55,174.22,1357.51,261.3,1171.29,345.89,235.8,195.53,257.96,22.37
2018-01-25,187.48,171.11,1377.95,269.7,1182.14,337.64,236.35,198.33,254.14,22.16
2018-01-26,190.0,171.51,1402.05,274.6,1187.56,342.85,243.33,205.22,260.25,24.27
2018-01-29,185.98,167.96,1417.68,284.59,1186.48,349.53,246.85,203.01,253.73,25.18
2018-01-30,187.12,166.97,1437.82,278.8,1177.37,345.82,242.72,199.66,244.07,25.62
2018-01-31,186.89,167.43,1450.89,270.3,1182.22,354.31,245.8,204.29,246.92,25.81
2018-02-01,193.09,167.78,1390.0,265.07,1181.59,349.25,240.5,192.22,240.53,27.14
2018-02-02,190.28,160.5,1429.95,267.43,1119.2,343.75,233.52,187.31,233.17,25.92
2018-02-05,181.26,156.49,1390.0,254.26,1062.39,333.13,213.7,180.53,225.32,25.13
2018-02-06,185.31,163.03,1442.84,265.72,1084.43,333.97,225.58,185.17,228.77,25.24
2018-02-07,180.18,159.54,1416.78,264.56,1055.41,345.0,228.8,180.3,222.5,26.91
2018-02-08,171.58,155.15,1350.5,250.1,1007.71,315.23,217.52,173.7,212.07,30.18
2018-02-09,176.11,156.41,1339.6,249.47,1046.27,310.42,232.08,176.67,215.67,31.51
2018-02-12,176.41,162.71,1386.23,257.95,1054.56,315.73,228.03,177.44,221.64,30.95
2018-02-13,173.15,164.34,1414.51,258.27,1054.14,323.66,232.63,179.25,225.6,33.44
2018-02-14,179.52,167.37,1451.05,266.0,1072.7,322.31,241.42,186.76,235.89,33.75
2018-02-15,179.96,172.99,1461.76,280.27,1091.36,334.07,246.5,187.45,248.2,33.61
2018-02-16,177.36,172.43,1448.69,278.52,1095.5,335.49,243.84,183.68,244.72,33.06
2018-02-20,176.01,171.85,1468.35,278.55,1103.59,334.77,249.08,187.19,245.43,32.84
2018-02-21,177.91,171.07,1482.92,281.04,1113.75,333.3,241.51,188.82,246.92,33.38
2018-02-22,178.99,172.5,1485.34,278.14,1109.9,346.17,242.15,188.75,249.35,32.11
2018-02-23,183.29,175.5,1500.0,285.93,1128.09,352.05,245.93,193.29,250.74,32.66
2018-02-26,184.93,178.97,1521.95,294.16,1143.7,357.42,246.58,194.19,256.25,32.16
2018-02-27,181.46,178.39,1511.98,290.61,1117.51,350.99,246.06,188.26,250.46,31.32
2018-02-28,178.32,178.12,1512.45,291.38,1103.92,343.06,242.0,186.14,252.34,31.86
2018-03-01,175.94,175.0,1493.45,290.39,1071.41,330.93,232.21,181.99,249.75,32.24
2018-03-02,176.62,176.21,1500.25,301.05,1084.14,335.12,236.54,179.76,250.6,33.0
2018-03-05,180.4,176.82,1523.61,315.0,1094.76,333.35,235.65,181.6,254.89,34.58
2018-03-06,179.78,176.67,1537.64,325.22,1100.9,328.2,242.16,187.37,258.73,34.43
2018-03-07,183.71,175.03,1545.0,321.16,1115.04,332.3,241.84,189.05,257.26,35.76
2018-03-08,182.34,176.94,1551.86,317.0,1129.38,329.1,241.18,187.18,257.14,34.85
2018-03-09,185.23,179.98,1578.89,331.44,1160.84,327.17,245.33,190.55,263.56,35.35
2018-03-12,184.76,181.72,1598.39,321.3,1165.93,345.51,249.76,192.74,265.67,35.5
2018-03-13,181.88,179.97,1588.18,315.88,1139.91,341.84,247.71,188.41,258.35,34.11
2018-03-14,184.19,178.44,1591.0,321.55,1148.89,326.63,248.74,192.56,259.35,36.6
2018-03-15,183.86,178.65,1582.32,321.09,1150.61,325.6,249.34,199.06,262.71,35.8
2018-03-16,185.09,178.02,1571.68,318.45,1134.42,321.35,250.48,200.28,262.39,35.58
2018-03-19,172.56,175.3,1544.93,313.48,1100.07,313.56,241.0,194.53,252.83,34.98
2018-03-20,168.15,175.24,1586.51,317.5,1095.8,310.55,249.58,198.95,254.46,31.35
2018-03-21,169.39,171.27,1581.86,316.48,1094.0,316.53,248.56,195.3,250.05,32.73
